Date,City,Locality,Avg_Price_sqft,Avg_Sale_Price,Demand_Index,Growth_%
2024-03-10,Hyderabad,Banjara Hills,4037.0,20164815,94,0.24
2024-03-11,Pune,Kharadi,11349.0,50071788,47,10.6
2024-03-12,Pune,Kharadi,10100.0,30946400,54,4.45
2024-03-13,Chennai,OMR,6575.0,20500850,83,2.98
2024-03-14,Mumbai,Thane,4079.0,18021022,69,-0.54
2024-03-15,Bengaluru,Indiranagar,10018.0,10298504,78,12.04
2024-03-16,Hyderabad,Kukatpally,12847.0,35766048,65,-0.02
2024-03-17,Mumbai,Andheri,7883.0,12494555,81,14.7
2024-03-18,Pune,Kharadi,13950.0,51503400,75,-0.09
2024-03-19,Mumbai,Thane,13470.0,41043090,50,5.45
2024-03-20,Chennai,OMR,9879.0,7587072,51,10.02
2024-03-21,Pune,Baner,14065.0,43404590,50,8.72
2024-03-22,Mumbai,Bandra,12172.0,51925752,97,10.6
2024-03-23,Bengaluru,Whitefield,11596.0,48784372,62,0.74
2024-03-24,Bengaluru,Indiranagar,12293.0,37678045,91,1.27
2024-03-25,Chennai,OMR,11052.0,27165816,47,3.32
2024-03-26,Pune,Baner,10736.0,16511968,44,1.22
2024-03-27,Mumbai,Thane,12206.0,45870148,64,12.46
2024-03-28,Hyderabad,Banjara Hills,9508.0,32878664,57,0.5
2024-03-29,Pune,Wakad,11187.0,52041924,63,14.83
2024-03-30,Pune,Baner,13288.0,22802208,88,10.88
2024-03-31,Bengaluru,Electronic City,8230.0,13702950,99,6.92
2024-04-01,Bengaluru,Indiranagar,11361.0,29652210,73,2.63
2024-04-02,Mumbai,Andheri,5674.0,25311714,66,-0.61
2024-04-03,Mumbai,Thane,13746.0,51066390,43,13.76
2024-04-04,Chennai,Anna Nagar,7999.0,30756155,79,0.32
2024-04-05,Bengaluru,HSR Layout,5453.0,24985646,52,4.42
2024-04-06,Hyderabad,Madhapur,14431.0,17591389,80,1.37
2024-04-07,Hyderabad,Gachibowli,10024.0,9582944,44,10.72
2024-04-08,Pune,Baner,4153.0,19951012,97,5.25
2024-04-09,Chennai,OMR,4982.0,20022658,48,-0.62
2024-04-10,Bengaluru,Indiranagar,13596.0,49978896,50,3.87
2024-04-11,Chennai,OMR,12419.0,59847161,93,4.71
2024-04-12,Pune,Baner,9366.0,16081422,59,11.99
2024-04-13,Pune,Baner,5611.0,10256908,48,8.31
2024-04-14,Hyderabad,Miyapur,9624.0,43837320,65,11.85
2024-04-15,Chennai,OMR,12996.0,20078820,58,8.51
2024-04-16,Chennai,OMR,6744.0,14857032,41,12.44
2024-04-17,Chennai,Anna Nagar,6243.0,24878355,93,4.79
2024-04-18,Mumbai,Bandra,14163.0,29657322,53,4.55
2024-04-19,Bengaluru,Whitefield,5911.0,15274024,71,9.56
2024-04-20,Hyderabad,Madhapur,6085.0,10740025,57,12.11
2024-04-21,Chennai,Adyar,12266.0,48291242,53,9.34
2024-04-22,Hyderabad,Banjara Hills,6752.0,4935712,70,0.31
2024-04-23,Hyderabad,Madhapur,6764.0,29463984,87,3.87
2024-04-24,Bengaluru,Whitefield,13107.0,15820149,95,13.44
2024-04-25,Hyderabad,Banjara Hills,7332.0,15331212,70,0.48
2024-04-26,Hyderabad,Banjara Hills,8800.0,22290400,81,13.47
2024-04-27,Pune,Baner,11891.0,27503883,69,8.49
2024-04-28,Hyderabad,Gachibowli,4454.0,12355396,44,11.96
2024-04-29,Mumbai,Thane,7180.0,22573920,78,9.53
2024-04-30,Mumbai,Andheri,14613.0,57107604,90,6.67
2024-05-01,Pune,Baner,10714.0,18578076,93,-0.87
2024-05-02,Mumbai,Thane,10817.0,24554590,89,5.66
2024-05-03,Chennai,Velachery,11932.0,56474156,78,11.63
2024-05-04,Chennai,OMR,12151.0,30255990,89,10.28
2024-05-05,Hyderabad,Banjara Hills,14678.0,58345050,67,4.26
2024-05-06,Pune,Wakad,5413.0,20504444,64,0.03
2024-05-07,Hyderabad,Jubilee Hills,7323.0,21829863,100,9.33
2024-05-08,Hyderabad,Miyapur,9685.0,46139340,70,1.25
2024-05-09,Bengaluru,Indiranagar,11072.0,16076544,96,3.85
2024-05-10,Hyderabad,Kondapur,7605.0,32298435,62,2.01
2024-05-11,Hyderabad,Madhapur,10737.0,35764947,94,-1.23
2024-05-12,Pune,Wakad,5619.0,9619728,56,0.97
2024-05-13,Hyderabad,Gachibowli,9924.0,22031280,56,-0.86
2024-05-14,Chennai,OMR,11810.0,21931170,50,7.56
2024-05-15,Chennai,Velachery,11692.0,18707200,48,7.76
2024-05-16,Chennai,OMR,12646.0,51089840,44,-0.38
2024-05-17,Pune,Wakad,8897.0,26895631,45,2.74
2024-05-18,Pune,Kharadi,7835.0,30321450,44,1.22
2024-05-19,Chennai,OMR,11563.0,27820578,64,5.47
2024-05-20,Pune,Hinjewadi,14528.0,57065984,78,6.15
2024-05-21,Bengaluru,Whitefield,10312.0,11673184,100,7.31
2024-05-22,Chennai,Velachery,13126.0,51138896,55,-1.4
2024-05-23,Pune,Kharadi,6356.0,5917436,52,14.89
2024-05-24,Bengaluru,Electronic City,12638.0,57060570,85,-0.18
2024-05-25,Hyderabad,Kondapur,13438.0,49801228,91,-0.2
2024-05-26,Mumbai,Andheri,14132.0,30228348,89,13.32
2024-05-27,Mumbai,Thane,9123.0,8192454,55,5.31
2024-05-28,Bengaluru,Electronic City,8127.0,38562615,62,-1.48
2024-05-29,Bengaluru,HSR Layout,10286.0,30158552,47,2.89
2024-05-30,Bengaluru,Indiranagar,9029.0,35673579,66,14.77
2024-05-31,Bengaluru,HSR Layout,11620.0,38194940,55,-0.0
2024-06-01,Pune,Wakad,12999.0,19199523,52,10.0
2024-06-02,Hyderabad,Jubilee Hills,11459.0,17681237,72,7.42
2024-06-03,Mumbai,Bandra,8128.0,30805120,82,3.21
2024-06-04,Chennai,Velachery,11295.0,55142190,59,10.07
2024-06-05,Mumbai,Andheri,5209.0,9105332,54,14.63
2024-06-06,Mumbai,Powai,7089.0,28136241,43,12.64
2024-06-07,Mumbai,Bandra,10438.0,39758342,83,7.3
2024-06-08,Chennai,Velachery,12471.0,46030461,44,-0.08
2024-06-09,Mumbai,Thane,11326.0,43072778,71,5.74
2024-06-10,Chennai,OMR,7681.0,23910953,87,1.99
2024-06-11,Chennai,OMR,9103.0,25096971,69,12.74
2024-06-12,Bengaluru,Indiranagar,9194.0,40232944,66,13.45
2024-06-13,Hyderabad,Madhapur,14354.0,71339380,90,10.56
2024-06-14,Chennai,Anna Nagar,10441.0,48216538,81,0.45
2024-06-15,Mumbai,Thane,7375.0,34286375,91,12.58
2024-06-16,Mumbai,Bandra,4022.0,3028566,56,5.76
2024-06-17,Mumbai,Thane,12881.0,45096381,92,-0.25
2024-06-18,Chennai,Anna Nagar,6757.0,18541208,63,11.07
2024-06-19,Hyderabad,Miyapur,11791.0,49640110,48,8.96
2024-06-20,Mumbai,Andheri,6002.0,22165386,77,-0.25
2024-06-21,Mumbai,Bandra,14200.0,26085400,70,9.69
2024-06-22,Mumbai,Andheri,6990.0,20082270,64,10.75
2024-06-23,Mumbai,Powai,13077.0,13770081,90,9.53
2024-06-24,Pune,Kharadi,9087.0,4970589,59,10.66
2024-06-25,Chennai,Anna Nagar,13398.0,29676570,69,7.7
2024-06-26,Hyderabad,Madhapur,5354.0,6499756,49,-0.98
2024-06-27,Pune,Baner,13936.0,38463360,55,11.04
2024-06-28,Bengaluru,Indiranagar,5558.0,21376068,77,10.19
2024-06-29,Hyderabad,Jubilee Hills,10539.0,30520944,65,0.04
2024-06-30,Chennai,Velachery,10034.0,5378224,76,9.06
2024-07-01,Bengaluru,Whitefield,7107.0,7249140,56,-1.51
2024-07-02,Pune,Kharadi,11361.0,15598653,78,3.69
2024-07-03,Chennai,OMR,4545.0,9699030,60,4.5
2024-07-04,Chennai,Velachery,10303.0,33577477,55,0.48
2024-07-05,Bengaluru,Electronic City,8566.0,29270022,54,8.28
2024-07-06,Mumbai,Bandra,13892.0,26769884,55,14.57
2024-07-07,Pune,Hinjewadi,8357.0,40339239,41,11.37
2024-07-08,Bengaluru,Indiranagar,7018.0,12127104,57,2.44
2024-07-09,Mumbai,Powai,13039.0,59614308,83,0.96
2024-07-10,Pune,Kharadi,5370.0,13645170,73,0.37
2024-07-11,Bengaluru,Electronic City,5128.0,15573736,54,2.15
2024-07-12,Mumbai,Powai,13287.0,46796814,80,13.99
2024-07-13,Pune,Hinjewadi,11321.0,42170725,67,4.21
2024-07-14,Pune,Wakad,4022.0,6487486,85,1.22
2024-07-15,Chennai,OMR,5182.0,10389910,67,3.48
2024-07-16,Bengaluru,Indiranagar,14193.0,49462605,86,1.38
2024-07-17,Pune,Wakad,13472.0,37802432,53,2.15
2024-07-18,Bengaluru,Indiranagar,13634.0,59648750,85,14.65
2024-07-19,Hyderabad,Gachibowli,14618.0,36179550,70,13.29
2024-07-20,Mumbai,Thane,5447.0,10834083,83,-1.46
2024-07-21,Chennai,Velachery,8831.0,41744137,57,2.87
2024-07-22,Pune,Hinjewadi,11801.0,48915145,66,14.53
2024-07-23,Bengaluru,Indiranagar,9835.0,36163295,54,-1.68
2024-07-24,Pune,Kharadi,12472.0,25605016,69,4.58
2024-07-25,Mumbai,Powai,9918.0,21174930,72,-1.56
2024-07-26,Pune,Wakad,6040.0,25754560,71,0.49
2024-07-27,Mumbai,Powai,7779.0,23228094,43,-1.92
2024-07-28,Hyderabad,Kukatpally,4220.0,4785480,71,-1.99
2024-07-29,Mumbai,Bandra,11518.0,45415474,76,-0.07
2024-07-30,Bengaluru,Whitefield,10029.0,12576366,93,5.28
2024-07-31,Bengaluru,Whitefield,8708.0,27613068,74,14.52
2024-08-01,Chennai,OMR,4699.0,8119872,87,13.59
2024-08-02,Bengaluru,Whitefield,12462.0,27528558,64,4.91
2024-08-03,Mumbai,Andheri,4822.0,8621736,76,6.75
2024-08-04,Bengaluru,HSR Layout,13051.0,60099855,90,11.88
2024-08-05,Bengaluru,HSR Layout,13467.0,65867097,44,9.32
2024-08-06,Hyderabad,Gachibowli,9423.0,30869748,44,1.21
2024-08-07,Mumbai,Bandra,4751.0,3149913,78,-1.35
2024-08-08,Chennai,OMR,7009.0,18636931,47,1.82
2024-08-09,Chennai,Velachery,8888.0,11181104,60,5.52
2024-08-10,Chennai,Anna Nagar,6953.0,30954756,59,2.03
2024-08-11,Bengaluru,Electronic City,4287.0,2516469,69,12.27
2024-08-12,Hyderabad,Kukatpally,12224.0,18507136,100,2.52
2024-08-13,Chennai,OMR,7760.0,9226640,58,4.02
2024-08-14,Hyderabad,Jubilee Hills,13016.0,14838240,46,6.89
2024-08-15,Pune,Kharadi,6064.0,28591760,45,-0.98
2024-08-16,Chennai,Anna Nagar,14063.0,15328670,80,10.72
2024-08-17,Chennai,OMR,12127.0,37278398,89,10.92
2024-08-18,Hyderabad,Madhapur,4448.0,7179072,53,5.45
2024-08-19,Mumbai,Bandra,5515.0,17526670,50,6.67
2024-08-20,Mumbai,Andheri,11044.0,46384800,79,-1.69
2024-08-21,Bengaluru,HSR Layout,12237.0,16740216,93,7.79
2024-08-22,Mumbai,Andheri,8097.0,5603124,56,1.03
2024-08-23,Pune,Kharadi,5022.0,11897118,88,6.46
2024-08-24,Pune,Wakad,6386.0,13129616,85,11.93
2024-08-25,Mumbai,Powai,14119.0,48625836,41,11.21
2024-08-26,Chennai,OMR,12708.0,39471048,59,1.96
2024-08-27,Mumbai,Andheri,14423.0,23163338,47,11.98
2024-08-28,Pune,Hinjewadi,7192.0,8853352,84,12.74
2024-08-29,Mumbai,Powai,12532.0,49676848,71,9.13
2024-08-30,Chennai,Anna Nagar,4682.0,19266430,72,12.93
2024-08-31,Chennai,Adyar,14368.0,52098368,68,11.27
2024-09-01,Chennai,Anna Nagar,9588.0,6711600,90,7.51
2024-09-02,Chennai,Adyar,14609.0,17516191,62,13.73
2024-09-03,Mumbai,Andheri,8896.0,8540160,43,-1.48
2024-09-04,Hyderabad,Kondapur,6765.0,31450485,92,11.23
2024-09-05,Pune,Wakad,5574.0,25099722,46,11.2
2024-09-06,Mumbai,Thane,7123.0,34076432,43,9.56
2024-09-07,Hyderabad,Kukatpally,12718.0,14778316,63,9.12
2024-09-08,Mumbai,Andheri,12933.0,41553729,82,10.02
2024-09-09,Hyderabad,Madhapur,11109.0,12042156,84,0.39
2024-09-10,Chennai,Velachery,10307.0,43134795,79,2.54
2024-09-11,Chennai,Adyar,12747.0,45519537,49,7.54
2024-09-12,Mumbai,Powai,9464.0,29149120,85,14.42
2024-09-13,Pune,Wakad,4202.0,8492242,72,8.11
2024-09-14,Bengaluru,HSR Layout,14148.0,17826480,60,9.77
2024-09-15,Mumbai,Andheri,6631.0,31039711,77,-1.82
2024-09-16,Chennai,Velachery,8241.0,20899176,56,4.37
2024-09-17,Pune,Wakad,10947.0,29031444,96,9.86
2024-09-18,Bengaluru,Whitefield,6689.0,7197364,75,5.56
2024-09-19,Mumbai,Thane,5184.0,9217152,76,-1.19
2024-09-20,Hyderabad,Banjara Hills,5664.0,26711424,76,10.56
2024-09-21,Bengaluru,Indiranagar,6662.0,24782640,61,-1.71
2024-09-22,Mumbai,Powai,6497.0,17126092,82,11.38
2024-09-23,Hyderabad,Kondapur,9695.0,20010480,87,6.94
2024-09-24,Chennai,OMR,7316.0,11859236,80,12.47
2024-09-25,Bengaluru,Electronic City,4256.0,3034528,95,7.1
2024-09-26,Hyderabad,Kondapur,13787.0,11801672,87,9.19
2024-09-27,Hyderabad,Kondapur,9001.0,11485276,90,14.89
2024-09-28,Mumbai,Bandra,12658.0,43378966,45,8.96
2024-09-29,Pune,Wakad,5802.0,8134404,44,0.18
2024-09-30,Bengaluru,Whitefield,11603.0,15176724,96,7.23
2024-10-01,Chennai,OMR,11192.0,24678360,53,10.62
2024-10-02,Mumbai,Thane,4581.0,11933505,86,5.43
2024-10-03,Chennai,Velachery,14678.0,37194052,58,7.68
2024-10-04,Bengaluru,HSR Layout,9468.0,43761096,92,5.16
2024-10-05,Hyderabad,Kukatpally,10689.0,22639302,76,12.1
2024-10-06,Bengaluru,Electronic City,11151.0,23528610,83,10.12
2024-10-07,Bengaluru,HSR Layout,13218.0,56017884,78,6.66
2024-10-08,Bengaluru,Whitefield,13287.0,28646772,71,1.98
2024-10-09,Mumbai,Bandra,6633.0,5140575,46,11.0
2024-10-10,Bengaluru,Indiranagar,9922.0,14198382,99,2.28
2024-10-11,Pune,Wakad,12684.0,13597248,97,7.17
2024-10-12,Chennai,OMR,12641.0,19555627,42,8.95
2024-10-13,Pune,Hinjewadi,6882.0,34024608,92,10.4
2024-10-14,Mumbai,Powai,8863.0,27581656,84,10.8
2024-10-15,Hyderabad,Madhapur,8511.0,11353674,90,4.84
2024-10-16,Pune,Wakad,12315.0,12881490,96,14.03
2024-10-17,Pune,Baner,4635.0,6980310,76,-0.22
2024-10-18,Chennai,Adyar,10455.0,26012040,41,3.3
2024-10-19,Chennai,Adyar,5555.0,19998000,86,-1.87
2024-10-20,Hyderabad,Miyapur,7855.0,21962580,82,8.86
2024-10-21,Pune,Kharadi,13012.0,57903400,75,11.67
2024-10-22,Pune,Kharadi,12120.0,51934200,71,1.43
2024-10-23,Pune,Hinjewadi,5923.0,27151032,44,10.55
2024-10-24,Pune,Hinjewadi,4475.0,12883525,64,4.35
2024-10-25,Mumbai,Powai,9203.0,5126071,67,2.91
2024-10-26,Mumbai,Andheri,8055.0,31124520,95,3.54
2024-10-27,Chennai,Anna Nagar,9199.0,38865775,53,-0.77
2024-10-28,Chennai,Velachery,12905.0,54252620,47,9.63
2024-10-29,Chennai,Adyar,11149.0,21406080,68,4.89
2024-10-30,Hyderabad,Madhapur,14119.0,43500639,42,2.75
2024-10-31,Hyderabad,Banjara Hills,14775.0,49097325,78,11.76
2024-11-01,Bengaluru,HSR Layout,8115.0,35949450,52,7.4
2024-11-02,Mumbai,Bandra,14653.0,19678979,70,3.4
2024-11-03,Hyderabad,Banjara Hills,9846.0,11204748,89,4.6
2024-11-04,Chennai,OMR,12382.0,54877024,73,2.8
2018-01-01,Pune,Kharadi,8881.0,5257552,87,8.67
2018-01-02,Hyderabad,Jubilee Hills,14591.0,35456130,52,2.2
2018-01-03,Pune,Baner,10639.0,22373817,82,13.42
2018-01-04,Pune,Wakad,11491.0,14409714,88,-0.58
2018-01-05,Hyderabad,Gachibowli,6100.0,28670000,80,5.73
2018-01-06,Mumbai,Andheri,10659.0,52484916,46,13.88
2018-01-07,Mumbai,Thane,7207.0,8309671,87,9.3
2018-01-08,Mumbai,Bandra,11815.0,25673995,72,1.08
2018-01-09,Pune,Kharadi,12916.0,63895452,43,3.74
2018-01-10,Hyderabad,Jubilee Hills,7213.0,34564696,100,11.47
2018-01-11,Chennai,OMR,10897.0,45396902,66,1.85
2018-01-12,Chennai,OMR,12596.0,58924088,48,4.6
2018-01-13,Bengaluru,HSR Layout,5392.0,17653408,70,11.12
2018-01-14,Chennai,OMR,14678.0,26420400,40,14.29
2018-01-15,Bengaluru,Electronic City,11862.0,35052210,96,3.5
2018-01-16,Bengaluru,Indiranagar,9699.0,15673584,50,1.45
2018-01-17,Bengaluru,Indiranagar,10518.0,26884008,56,8.46
2018-01-18,Pune,Hinjewadi,14708.0,58670212,64,13.69
2018-01-19,Chennai,Velachery,8716.0,5290612,67,10.56
2018-01-20,Mumbai,Andheri,13529.0,62463393,49,0.62
2018-01-21,Bengaluru,Indiranagar,14853.0,14140056,45,6.55
2018-01-22,Chennai,Velachery,9213.0,25814826,87,2.95
2018-01-23,Chennai,Adyar,8285.0,24424180,94,-1.55
2018-01-24,Bengaluru,HSR Layout,12549.0,19651734,56,0.18
2018-01-25,Bengaluru,Indiranagar,7299.0,24546537,72,1.19
2018-01-26,Pune,Baner,10056.0,16803576,80,3.78
2018-01-27,Hyderabad,Gachibowli,4213.0,8055256,56,5.73
2018-01-28,Hyderabad,Kukatpally,14248.0,59756112,71,-1.22
2018-01-29,Bengaluru,Whitefield,12552.0,12187992,67,12.24
2018-01-30,Mumbai,Thane,8310.0,33755220,66,4.82
2018-01-31,Mumbai,Powai,13930.0,41636770,68,0.99
2018-02-01,Chennai,Velachery,5154.0,21554028,66,3.51
2018-02-02,Bengaluru,Whitefield,11119.0,51114043,68,9.89
2018-02-03,Pune,Wakad,14157.0,12401532,70,3.81
2018-02-04,Pune,Wakad,13442.0,48431526,95,11.39
2018-02-05,Chennai,Velachery,10875.0,34027875,99,1.41
2018-02-06,Pune,Baner,11533.0,15304291,64,8.39
2018-02-07,Chennai,OMR,8930.0,20655090,51,14.75
2018-02-08,Bengaluru,HSR Layout,7741.0,7423619,75,6.46
2018-02-09,Pune,Wakad,14887.0,48754925,64,11.3
2018-02-10,Pune,Hinjewadi,8975.0,40513150,40,0.71
2018-02-11,Mumbai,Thane,10153.0,11615032,86,-0.22
2018-02-12,Hyderabad,Gachibowli,4312.0,8279040,73,4.31
2018-02-13,Chennai,Anna Nagar,10107.0,44501121,86,0.98
2018-02-14,Chennai,Velachery,7958.0,22409728,67,6.18
2018-02-15,Hyderabad,Gachibowli,5576.0,4187576,85,-0.97
2018-02-16,Mumbai,Powai,8011.0,39510252,85,12.46
2018-02-17,Chennai,Velachery,12381.0,57125934,68,8.05
2018-02-18,Chennai,Adyar,8985.0,38599560,57,14.92
2018-02-19,Pune,Baner,10173.0,45096909,81,7.62
2018-02-20,Chennai,OMR,6792.0,10384968,92,4.1
2018-02-21,Bengaluru,HSR Layout,14486.0,55727642,69,14.82
2018-02-22,Chennai,Velachery,11211.0,41525544,55,6.36
2018-02-23,Hyderabad,Banjara Hills,11528.0,45189760,95,11.09
2018-02-24,Mumbai,Thane,14069.0,9229264,65,5.21
2018-02-25,Chennai,Velachery,14196.0,28150668,100,9.22
2018-02-26,Pune,Baner,10683.0,10244997,44,1.22
2018-02-27,Chennai,Adyar,14826.0,40771500,52,5.63
2018-02-28,Hyderabad,Banjara Hills,9844.0,16518232,50,1.1
2018-03-01,Hyderabad,Madhapur,14622.0,26290356,87,7.15
2018-03-02,Bengaluru,HSR Layout,13179.0,23906706,57,1.52
2018-03-03,Pune,Wakad,6605.0,7939210,48,10.87
2018-03-04,Mumbai,Bandra,11100.0,29193000,60,3.29
2018-03-05,Pune,Wakad,14421.0,27024954,46,2.09
2018-03-06,Pune,Baner,10883.0,12994302,69,4.24
2018-03-07,Mumbai,Thane,5047.0,16483502,93,6.62
2018-03-08,Bengaluru,Indiranagar,12748.0,38103772,79,5.22
2018-03-09,Bengaluru,Electronic City,7978.0,13235502,58,5.62
2018-03-10,Chennai,Anna Nagar,6370.0,31627050,69,9.27
2018-03-11,Chennai,Adyar,13926.0,58558830,67,5.75
2018-03-12,Bengaluru,Indiranagar,13474.0,37188240,53,4.84
2018-03-13,Pune,Wakad,4711.0,5370540,98,1.02
2018-03-14,Hyderabad,Gachibowli,6623.0,22882465,55,1.6
2018-03-15,Pune,Kharadi,8863.0,33776893,50,3.74
2018-03-16,Bengaluru,Electronic City,5884.0,16004480,48,0.83
2018-03-17,Chennai,Anna Nagar,7376.0,33568176,82,4.64
2018-03-18,Hyderabad,Kondapur,12686.0,28480070,50,10.54
2018-03-19,Bengaluru,Electronic City,11691.0,29730213,55,8.75
2018-03-20,Mumbai,Andheri,12153.0,31172445,53,9.48
2018-03-21,Hyderabad,Kondapur,14156.0,47167792,85,7.44
2018-03-22,Mumbai,Powai,12575.0,22383500,68,12.46
2018-03-23,Hyderabad,Kondapur,13947.0,56624820,75,11.47
2018-03-24,Bengaluru,HSR Layout,8151.0,19065189,99,12.39
2018-03-25,Hyderabad,Gachibowli,11843.0,46448246,57,8.74
2018-03-26,Hyderabad,Jubilee Hills,7552.0,12173824,100,0.76
2018-03-27,Chennai,Velachery,13179.0,15854337,70,14.09
2018-03-28,Chennai,Velachery,12395.0,44225360,70,-1.73
2018-03-29,Chennai,Velachery,4095.0,15204735,51,4.03
2018-03-30,Bengaluru,Indiranagar,14633.0,34094890,42,13.44
2018-03-31,Chennai,OMR,4402.0,14020370,78,0.92
2018-04-01,Chennai,Adyar,13046.0,40416508,55,9.81
2018-04-02,Chennai,Anna Nagar,4918.0,10529438,78,-1.7
2018-04-03,Pune,Kharadi,9769.0,28681784,79,-0.28
2018-04-04,Bengaluru,Indiranagar,8214.0,34958784,50,-1.3
2018-04-05,Hyderabad,Gachibowli,14722.0,27044314,65,4.11
2018-04-06,Pune,Kharadi,10248.0,39465048,55,2.44
2018-04-07,Chennai,Anna Nagar,9573.0,47855427,42,-1.39
2018-04-08,Hyderabad,Miyapur,7900.0,5664300,84,4.69
2018-04-09,Mumbai,Bandra,5976.0,12483864,99,0.85
2018-04-10,Mumbai,Bandra,10848.0,23344896,42,13.86
2018-04-11,Pune,Hinjewadi,14804.0,14315468,60,0.31
2018-04-12,Hyderabad,Miyapur,14727.0,13696110,75,8.92
2018-04-13,Chennai,Anna Nagar,13818.0,26848374,56,12.36
2018-04-14,Pune,Baner,7367.0,22240973,43,13.52
2018-04-15,Mumbai,Thane,6620.0,7414400,92,10.31
2018-04-16,Hyderabad,Miyapur,5739.0,27386508,82,2.2
2018-04-17,Pune,Baner,11240.0,28976720,76,7.31
2018-04-18,Bengaluru,Electronic City,13959.0,69278517,88,9.23
2018-04-19,Mumbai,Powai,4289.0,7471438,86,5.33
2018-04-20,Mumbai,Andheri,14265.0,23465925,82,10.66
2018-04-21,Pune,Kharadi,9834.0,16117926,63,13.11
2018-04-22,Hyderabad,Jubilee Hills,6487.0,18215496,72,0.81
2018-04-23,Chennai,Velachery,7558.0,28523892,80,6.7
2018-04-24,Chennai,OMR,14547.0,72211308,59,2.0
2018-04-25,Bengaluru,HSR Layout,6050.0,6316200,67,11.85
2018-04-26,Pune,Baner,7730.0,20832350,58,-1.45
2018-04-27,Hyderabad,Gachibowli,10380.0,44166900,63,10.34
2018-04-28,Chennai,Adyar,14047.0,42309564,95,1.14
2018-04-29,Pune,Kharadi,10036.0,14040364,59,10.96
2018-04-30,Mumbai,Bandra,14554.0,33284998,97,-1.03
2018-05-01,Pune,Baner,10807.0,20879124,74,8.49
2018-05-02,Hyderabad,Jubilee Hills,7192.0,22266432,80,5.68
2018-05-03,Bengaluru,Electronic City,5974.0,29828182,59,9.78
2018-05-04,Chennai,Adyar,13158.0,61342596,83,3.38
2018-05-05,Mumbai,Thane,6237.0,17706843,53,9.42
2018-05-06,Hyderabad,Jubilee Hills,11297.0,8789066,90,14.95
2018-05-07,Hyderabad,Jubilee Hills,9866.0,13516420,68,-0.16
2018-05-08,Mumbai,Andheri,14585.0,70722665,40,6.06
2018-05-09,Mumbai,Thane,7963.0,26954755,66,8.98
2018-05-10,Chennai,OMR,14846.0,29291158,40,7.69
2018-05-11,Bengaluru,Whitefield,8815.0,28234445,61,11.25
2018-05-12,Chennai,OMR,14485.0,14557425,88,14.94
2018-05-13,Bengaluru,HSR Layout,8454.0,4962498,90,3.44
2018-05-14,Bengaluru,Electronic City,4573.0,20043459,60,3.37
2018-05-15,Pune,Kharadi,10691.0,30811462,85,4.34
2018-05-16,Bengaluru,Whitefield,10401.0,12065160,42,14.9
2018-05-17,Hyderabad,Kondapur,6269.0,11240317,70,9.22
2018-05-18,Pune,Wakad,12574.0,57085960,76,10.85
2018-05-19,Hyderabad,Miyapur,10392.0,29669160,52,6.31
2018-05-20,Hyderabad,Madhapur,4956.0,8826636,97,6.13
2018-05-21,Hyderabad,Gachibowli,6958.0,4272212,70,1.39
2018-05-22,Hyderabad,Madhapur,9992.0,37330112,84,11.7
2018-05-23,Bengaluru,Indiranagar,12850.0,40477500,54,10.23
2018-05-24,Hyderabad,Madhapur,13251.0,13887048,81,14.49
2018-05-25,Chennai,Adyar,7186.0,23893450,76,13.73
2018-05-26,Mumbai,Powai,8334.0,32019228,100,1.27
2018-05-27,Hyderabad,Madhapur,10202.0,18302388,50,12.63
2018-05-28,Bengaluru,Electronic City,5708.0,11044980,50,11.41
2018-05-29,Chennai,Velachery,14390.0,23829840,70,12.46
2018-05-30,Hyderabad,Madhapur,13906.0,28437770,86,9.54
2018-05-31,Bengaluru,HSR Layout,6857.0,21441839,76,-1.53
2018-06-01,Pune,Wakad,14589.0,60296337,66,10.31
2018-06-02,Bengaluru,Electronic City,13092.0,47196660,96,1.25
2018-06-03,Bengaluru,Electronic City,13267.0,49127701,99,6.85
2018-06-04,Hyderabad,Kondapur,13961.0,19377868,75,2.61
2018-06-05,Chennai,Anna Nagar,7881.0,27961788,63,0.9
2018-06-06,Hyderabad,Madhapur,4395.0,16630680,73,8.76
2018-06-07,Chennai,Velachery,14902.0,56314658,69,4.8
2018-06-08,Bengaluru,HSR Layout,14346.0,20457396,100,13.62
2018-06-09,Mumbai,Bandra,11014.0,45785198,71,14.18
2018-06-10,Chennai,OMR,7578.0,11025990,51,4.63
2018-06-11,Chennai,Velachery,14301.0,49538664,68,-0.81
2018-06-12,Mumbai,Thane,9535.0,19718380,51,2.96
2018-06-13,Pune,Hinjewadi,6323.0,20385352,70,6.54
2018-06-14,Hyderabad,Gachibowli,13550.0,7926750,65,4.57
2018-06-15,Bengaluru,Whitefield,12236.0,32498816,46,2.19
2018-06-16,Hyderabad,Banjara Hills,14388.0,62213712,60,0.94
2018-06-17,Pune,Kharadi,9591.0,36474573,53,8.47
2018-06-18,Bengaluru,Electronic City,13062.0,29859732,42,2.0
2018-06-19,Pune,Hinjewadi,5006.0,16334578,93,1.5
2018-06-20,Mumbai,Andheri,13657.0,56772149,45,-0.24
2018-06-21,Pune,Hinjewadi,6886.0,19934970,64,12.35
2018-06-22,Mumbai,Thane,8327.0,25297426,83,12.03
2018-06-23,Mumbai,Andheri,10537.0,14224950,66,2.82
2018-06-24,Mumbai,Andheri,6902.0,22479814,98,0.83
