Property_ID,City,Locality,Latitude,Longitude,Property_Type,Area_sqft,Bedrooms,Bathrooms,Floor,Parking,Furnishing,Age,Investment_Score,Risk_Score,Price_INR
6899,Mumbai,Powai,15.610224,76.592077,Independent House,3655,3,2,2,Yes,Unfurnished,27,52,6,38779550
6900,Mumbai,Powai,16.423288,75.468246,Villa,2106,1,1,8,No,Fully,11,72,67,31156164
6901,Chennai,OMR,13.562004,76.617578,Villa,3867,4,3,15,Yes,Semi,16,50,96,27830799
6902,Mumbai,Thane,18.813083,77.955847,Plot,4088,3,2,3,Yes,Unfurnished,10,80,48,36579424
6903,Bengaluru,Whitefield,14.054195,74.972021,Villa,4597,1,1,0,No,Semi,8,91,86,27742895
6904,Pune,Baner,13.726823,79.255556,Villa,2322,5,4,9,No,Semi,16,72,96,30666654
6905,Hyderabad,Gachibowli,13.182046,73.040518,Independent House,4145,4,3,14,No,Fully,24,90,39,54925395
6906,Hyderabad,Jubilee Hills,17.850302,76.881684,Apartment,664,2,1,19,Yes,Semi,0,64,80,7319936
6907,Pune,Wakad,13.847641,74.851632,Apartment,736,1,1,6,Yes,Fully,13,60,64,11006144
6908,Pune,Baner,15.17155,77.82507,Independent House,3616,4,3,23,No,Fully,10,63,89,41374272
6909,Bengaluru,Indiranagar,17.650053,76.343721,Apartment,3797,2,1,1,Yes,Unfurnished,27,91,11,42199858
6910,Pune,Wakad,18.014698,73.587176,Apartment,4649,3,2,14,No,Unfurnished,9,50,51,63082281
6911,Mumbai,Andheri,13.581395,78.395863,Villa,1930,1,1,21,Yes,Unfurnished,12,73,79,19093490
6912,Mumbai,Thane,18.397921,72.109913,Apartment,1836,3,2,1,Yes,Fully,2,77,69,14315292
6913,Chennai,Velachery,13.122903,79.784369,Apartment,1064,5,4,2,Yes,Unfurnished,28,82,98,12610528
6914,Hyderabad,Gachibowli,12.941524,73.983015,Villa,1264,5,4,13,No,Semi,20,57,36,16434528
6915,Hyderabad,Kukatpally,12.326937,75.786518,Plot,2006,5,4,17,No,Fully,29,84,78,19670836
6916,Bengaluru,Electronic City,13.536695,76.276353,Plot,4346,3,2,25,Yes,Unfurnished,13,73,66,33507660
6917,Mumbai,Bandra,12.594802,75.631337,Apartment,4970,3,2,19,Yes,Semi,15,54,63,21445550
6918,Chennai,Adyar,14.969116,74.591465,Villa,1185,4,3,7,Yes,Fully,2,50,35,14715330
6919,Pune,Baner,12.90157,74.319373,Apartment,4817,4,3,7,Yes,Fully,6,85,32,61426384
6920,Bengaluru,Indiranagar,15.71017,76.507075,Plot,3562,5,4,24,No,Fully,8,53,75,42530280
6921,Chennai,Adyar,16.756359,73.790807,Plot,3784,3,2,12,No,Unfurnished,4,86,95,51519160
6922,Mumbai,Bandra,13.748419,76.713429,Apartment,2711,2,1,21,No,Unfurnished,12,60,58,22742579
6923,Chennai,Adyar,16.836537,75.202474,Plot,1584,2,1,1,No,Semi,20,51,56,16044336
6924,Mumbai,Powai,15.494169,75.703381,Villa,1021,3,2,17,No,Semi,2,62,86,7069404
6925,Hyderabad,Gachibowli,13.957904,75.137274,Villa,3265,4,3,8,Yes,Fully,12,66,54,17712625
6926,Pune,Baner,15.393498,77.629023,Apartment,4858,4,3,5,Yes,Unfurnished,27,62,85,43085602
6927,Chennai,Adyar,17.049221,72.110195,Villa,4073,5,4,9,No,Fully,13,60,80,60280400
6928,Pune,Kharadi,12.266722,74.139911,Villa,2018,4,3,4,Yes,Unfurnished,7,87,22,13046370
6929,Mumbai,Powai,13.530253,73.052078,Villa,2824,5,4,18,Yes,Fully,4,82,69,28231528
6930,Hyderabad,Banjara Hills,14.571892,79.183605,Villa,3311,3,2,5,Yes,Fully,14,73,15,24355716
6931,Bengaluru,HSR Layout,16.220928,75.993007,Plot,1920,5,4,17,Yes,Unfurnished,16,90,20,8154240
6932,Pune,Kharadi,13.725057,72.320724,Apartment,3351,5,4,25,Yes,Fully,2,73,66,32189706
6933,Pune,Baner,14.467512,72.241705,Independent House,3713,4,3,7,Yes,Semi,6,88,53,22968618
6934,Bengaluru,Indiranagar,15.542335,74.825584,Apartment,1445,1,1,23,Yes,Semi,25,59,62,19670785
6935,Hyderabad,Miyapur,15.123529,72.369572,Apartment,820,2,1,14,Yes,Semi,12,88,39,7872820
6936,Hyderabad,Gachibowli,15.431364,79.355946,Independent House,3456,5,4,18,Yes,Semi,20,87,66,17902080
6937,Pune,Wakad,12.694977,78.657222,Independent House,4559,5,4,6,No,Fully,15,50,86,28407129
6938,Pune,Hinjewadi,14.578888,78.485422,Independent House,3177,4,3,3,Yes,Semi,9,86,15,42641694
6939,Bengaluru,Whitefield,17.984538,75.69303,Independent House,4962,4,3,11,Yes,Fully,4,50,87,32243076
6940,Bengaluru,Indiranagar,15.925053,72.606289,Apartment,4280,4,3,13,Yes,Fully,19,78,36,60185360
6941,Chennai,Velachery,16.101257,77.74389,Independent House,4977,1,1,1,Yes,Fully,18,95,6,48376440
6942,Hyderabad,Kondapur,17.144867,79.426338,Plot,3540,4,3,15,Yes,Unfurnished,20,55,74,31109520
6943,Chennai,Velachery,15.357337,72.18341,Independent House,2402,1,1,15,No,Fully,0,70,98,18790846
6944,Pune,Wakad,18.752247,74.791478,Independent House,1637,1,1,14,Yes,Fully,30,98,22,21632955
6945,Hyderabad,Jubilee Hills,15.714612,74.368293,Villa,2903,3,2,6,No,Unfurnished,15,81,28,37956725
6946,Mumbai,Bandra,18.034916,73.035507,Apartment,3006,2,1,1,No,Unfurnished,12,70,50,16024986
6947,Hyderabad,Miyapur,18.605547,76.791191,Plot,3488,4,3,0,No,Unfurnished,21,90,52,30492096
6948,Chennai,Velachery,12.016391,73.256794,Plot,3693,1,1,18,No,Fully,8,51,91,35899653
6949,Bengaluru,HSR Layout,14.229953,76.517899,Independent House,1229,4,3,0,Yes,Fully,7,74,12,10956535
6950,Chennai,OMR,16.228528,78.41306,Independent House,1049,4,3,11,No,Fully,2,91,38,7093338
6951,Bengaluru,Electronic City,16.31485,75.209734,Apartment,2216,5,4,16,No,Fully,9,58,13,28433496
6952,Bengaluru,Whitefield,14.905285,79.314472,Villa,4836,3,2,6,No,Semi,30,72,21,30723108
6953,Mumbai,Andheri,16.527629,75.431256,Villa,3284,2,1,21,No,Semi,7,84,83,32074828
6954,Bengaluru,Indiranagar,14.110691,75.003202,Villa,1171,1,1,22,No,Unfurnished,16,87,78,10743925
6955,Bengaluru,Whitefield,13.315086,74.679891,Villa,1743,1,1,20,No,Unfurnished,8,65,97,24393285
6956,Hyderabad,Miyapur,16.264035,78.306842,Plot,2703,2,1,12,Yes,Fully,10,51,12,40545000
6957,Mumbai,Powai,12.258155,73.945568,Independent House,2691,2,1,8,No,Semi,28,89,45,33583680
6958,Hyderabad,Miyapur,13.044993,79.275797,Independent House,2713,4,3,14,No,Fully,1,64,17,21999717
6959,Mumbai,Bandra,18.630482,77.513709,Apartment,4016,5,4,21,Yes,Unfurnished,7,71,84,35380960
6960,Bengaluru,HSR Layout,17.907602,75.208705,Independent House,3694,4,3,25,Yes,Unfurnished,27,54,52,22924964
6961,Pune,Baner,15.853433,73.910422,Plot,3992,1,1,22,No,Unfurnished,9,53,82,52291208
6962,Hyderabad,Miyapur,17.816518,72.180383,Apartment,3599,5,4,3,No,Semi,28,85,47,26027968
6963,Hyderabad,Banjara Hills,18.047313,75.722427,Plot,3554,2,1,10,No,Unfurnished,24,73,1,19873968
6964,Mumbai,Powai,16.366204,77.795332,Apartment,4582,5,4,2,Yes,Fully,20,73,6,62406840
6965,Mumbai,Andheri,12.190164,72.711154,Apartment,1836,5,4,3,Yes,Fully,29,89,40,11449296
6966,Bengaluru,Electronic City,17.906233,73.351968,Apartment,2813,1,1,5,No,Fully,9,92,12,29511183
6967,Bengaluru,HSR Layout,18.080109,78.143388,Plot,4364,2,1,15,No,Semi,26,65,27,60973808
6968,Hyderabad,Gachibowli,18.347826,72.103233,Villa,3295,4,3,3,Yes,Semi,20,59,41,34439340
6969,Chennai,OMR,14.39217,75.960893,Plot,4811,2,1,1,Yes,Semi,23,97,73,48595911
6970,Bengaluru,HSR Layout,15.173949,75.070004,Independent House,1127,3,2,25,Yes,Semi,6,87,74,5321694
6971,Mumbai,Andheri,13.244337,75.680067,Apartment,4215,4,3,22,No,Unfurnished,25,79,99,33644130
6972,Bengaluru,Electronic City,18.497928,72.0077,Apartment,1211,5,4,23,Yes,Fully,13,72,16,15738156
6973,Mumbai,Thane,14.923607,72.614736,Plot,3633,5,4,23,Yes,Semi,24,89,87,32319168
6974,Chennai,Adyar,17.916107,78.062259,Villa,2512,3,2,4,Yes,Fully,27,96,43,12743376
6975,Chennai,OMR,13.975107,79.98684,Apartment,2951,5,4,6,No,Unfurnished,11,51,86,38652198
6976,Mumbai,Andheri,14.256533,78.116648,Villa,4051,1,1,24,No,Unfurnished,7,81,9,43742698
6977,Mumbai,Bandra,14.785723,77.521441,Apartment,2368,4,3,10,Yes,Fully,1,82,60,26779712
6978,Hyderabad,Miyapur,13.442874,77.298168,Plot,942,1,1,7,No,Semi,19,81,55,8509086
6979,Mumbai,Thane,12.365443,79.944431,Independent House,3396,3,2,23,Yes,Semi,11,59,21,39111732
6980,Chennai,OMR,14.708234,73.083281,Apartment,1020,4,3,12,Yes,Fully,14,77,97,13674120
6981,Pune,Wakad,18.71825,78.578704,Apartment,3002,3,2,2,Yes,Fully,18,86,91,12446292
6982,Chennai,Velachery,14.642455,74.683816,Plot,1139,2,1,0,Yes,Unfurnished,10,70,100,8166630
6983,Bengaluru,HSR Layout,16.195864,72.911153,Apartment,4276,3,2,6,No,Semi,22,94,14,18583496
6984,Chennai,OMR,17.142416,73.299638,Plot,2218,2,1,6,Yes,Fully,4,83,53,10280430
6985,Bengaluru,HSR Layout,13.950894,72.710306,Independent House,4781,2,1,15,Yes,Fully,8,64,8,63252630
6986,Bengaluru,Electronic City,14.030726,74.697809,Apartment,3198,1,1,25,Yes,Semi,2,100,66,41196636
6987,Chennai,Velachery,17.15337,77.656437,Plot,630,1,1,7,Yes,Unfurnished,2,72,54,4056570
6988,Hyderabad,Gachibowli,12.272906,79.872646,Plot,954,4,3,20,Yes,Semi,26,82,95,14219370
6989,Bengaluru,Indiranagar,15.906893,79.782808,Villa,1391,3,2,6,Yes,Fully,29,59,80,9166690
6990,Pune,Baner,16.621716,78.427687,Plot,789,1,1,3,No,Semi,16,99,53,10638087
6991,Bengaluru,Electronic City,12.133223,74.630893,Apartment,2415,2,1,5,Yes,Semi,25,84,67,14434455
6992,Bengaluru,Whitefield,14.370616,78.52371,Apartment,2150,1,1,16,Yes,Unfurnished,0,76,99,31140600
6993,Hyderabad,Gachibowli,15.715288,72.392774,Apartment,2598,1,1,6,Yes,Fully,30,71,51,25304520
6994,Bengaluru,HSR Layout,15.792026,77.660881,Plot,1383,2,1,17,Yes,Fully,20,63,58,8865030
6995,Mumbai,Andheri,12.083403,79.568693,Independent House,3128,1,1,25,No,Fully,26,82,79,27288672
6996,Bengaluru,Whitefield,16.793993,76.313002,Independent House,4493,3,2,19,No,Fully,7,76,54,47499996
6997,Bengaluru,Indiranagar,16.456511,72.979136,Independent House,1751,3,2,3,No,Fully,10,77,19,20390395
6998,Chennai,OMR,16.035144,74.094242,Independent House,1612,4,3,25,No,Unfurnished,6,76,75,23741536
6999,Pune,Wakad,15.508006,72.239919,Apartment,854,3,2,7,Yes,Unfurnished,18,62,64,8789368
7000,Hyderabad,Banjara Hills,17.79126,74.054357,Villa,3614,5,4,3,Yes,Unfurnished,6,81,20,34795592
7001,Hyderabad,Gachibowli,14.75057,73.308441,Villa,1234,2,1,5,No,Semi,30,59,68,12463400
7002,Mumbai,Powai,14.769443,76.807393,Independent House,2266,2,1,21,No,Semi,23,68,91,22678128
7003,Chennai,Adyar,13.18099,76.323924,Villa,2718,5,4,6,No,Unfurnished,9,66,90,23801526
7004,Mumbai,Andheri,14.756188,76.757573,Villa,4717,1,1,15,No,Fully,3,100,2,42636963
7005,Bengaluru,Indiranagar,13.942988,75.954983,Independent House,4560,3,2,6,No,Fully,12,70,17,35864400
7006,Mumbai,Andheri,12.21365,75.080226,Apartment,3239,3,2,12,No,Unfurnished,6,73,70,27508827
7007,Hyderabad,Madhapur,16.218451,79.340002,Villa,2982,3,2,9,No,Semi,8,66,25,24869880
7008,Hyderabad,Banjara Hills,15.320275,73.043711,Apartment,1721,1,1,12,No,Fully,15,94,75,23174986
7009,Bengaluru,Indiranagar,12.138119,72.033266,Villa,897,3,2,12,Yes,Semi,11,78,6,12543648
7010,Bengaluru,Indiranagar,13.361071,77.135779,Plot,3712,4,3,3,Yes,Semi,12,83,94,28730880
7011,Mumbai,Thane,15.695802,75.852819,Plot,586,2,1,15,No,Fully,22,97,57,3917410
7012,Pune,Baner,18.091997,78.062156,Apartment,4711,3,2,20,Yes,Unfurnished,19,78,85,35016863
7013,Mumbai,Bandra,18.598381,77.755647,Independent House,2416,1,1,22,Yes,Unfurnished,22,93,89,15075840
7014,Bengaluru,HSR Layout,15.509729,73.973314,Apartment,3458,2,1,16,No,Unfurnished,20,82,58,47084128
7015,Pune,Wakad,17.384814,75.815609,Plot,1509,4,3,24,No,Fully,11,100,58,15720762
7016,Chennai,OMR,15.603708,75.970673,Villa,4103,4,3,7,Yes,Unfurnished,10,89,64,18180393
7017,Mumbai,Powai,12.730784,73.994877,Independent House,4384,1,1,3,Yes,Unfurnished,4,70,37,51775040
7018,Hyderabad,Kukatpally,18.495501,75.675632,Plot,2752,5,4,0,Yes,Fully,21,98,48,39793920
7019,Chennai,Anna Nagar,18.793827,77.189913,Apartment,4428,3,2,0,No,Unfurnished,4,78,36,58471740
7020,Hyderabad,Miyapur,16.675517,75.200744,Villa,3334,5,4,6,No,Fully,2,72,98,27775554
7021,Hyderabad,Kukatpally,12.112822,79.837835,Apartment,4607,3,2,5,Yes,Unfurnished,25,74,69,67985499
7022,Bengaluru,Indiranagar,12.380415,79.060154,Plot,3242,4,3,0,No,Fully,0,65,22,27378690
7023,Pune,Wakad,12.564401,73.107039,Independent House,1483,1,1,12,No,Fully,1,65,1,15555187
7024,Chennai,OMR,14.301162,73.839896,Independent House,2921,2,1,24,No,Semi,8,70,12,34660586
7025,Mumbai,Bandra,12.299888,78.681298,Independent House,4453,3,2,6,No,Fully,14,96,63,40878540
7026,Bengaluru,Whitefield,15.560352,76.442692,Villa,2574,5,4,4,Yes,Semi,8,90,9,24911172
7027,Pune,Wakad,17.368496,77.39277,Apartment,2851,2,1,1,No,Fully,9,84,56,33048792
7028,Mumbai,Powai,12.90052,75.08596,Independent House,4839,1,1,8,Yes,Semi,12,55,26,48138372
7029,Pune,Hinjewadi,18.238353,77.803692,Independent House,1098,1,1,9,Yes,Semi,22,66,76,4767516
7030,Hyderabad,Kondapur,14.388723,76.849694,Villa,3115,5,4,16,Yes,Unfurnished,6,68,65,45896410
7031,Mumbai,Bandra,18.483426,75.493253,Plot,1246,4,3,17,No,Unfurnished,1,85,17,17625916
7032,Bengaluru,Electronic City,17.775515,73.363338,Villa,1760,1,1,4,Yes,Semi,30,89,62,14189120
7033,Pune,Wakad,18.897896,74.296978,Independent House,3109,2,1,20,Yes,Unfurnished,28,50,28,36042637
7034,Pune,Hinjewadi,13.226662,75.539402,Villa,3419,3,2,18,Yes,Fully,11,97,34,13905073
7035,Chennai,Velachery,16.180671,72.445481,Apartment,4449,3,2,5,No,Semi,6,70,39,50878764
7036,Hyderabad,Kukatpally,16.247501,79.770696,Plot,4472,2,1,9,No,Unfurnished,29,88,17,58605560
7037,Hyderabad,Kukatpally,13.6034,78.085296,Independent House,2031,1,1,7,Yes,Semi,9,91,61,14200752
7038,Pune,Baner,14.51746,76.872976,Independent House,1635,2,1,0,No,Unfurnished,16,55,81,9200145
7039,Pune,Kharadi,15.17737,78.126933,Independent House,1304,2,1,10,No,Semi,1,74,92,16783784
7040,Bengaluru,Electronic City,17.605348,72.172623,Independent House,1397,4,3,15,Yes,Fully,22,74,44,13117830
7041,Chennai,Velachery,15.275659,72.405764,Villa,4319,3,2,17,Yes,Unfurnished,7,88,37,63973028
7042,Mumbai,Andheri,14.553123,75.244666,Apartment,3714,5,4,23,No,Semi,20,50,28,33296010
7043,Pune,Kharadi,14.56737,78.240275,Independent House,3240,5,4,2,Yes,Unfurnished,15,85,61,48259800
7044,Mumbai,Bandra,13.414418,78.204698,Apartment,3457,3,2,19,Yes,Semi,26,96,62,35275228
7045,Pune,Kharadi,16.225242,79.482407,Plot,2436,2,1,14,Yes,Fully,13,85,85,32971260
7046,Chennai,Adyar,14.303627,75.704809,Villa,3515,1,1,18,Yes,Semi,4,80,43,27859890
7047,Chennai,Velachery,14.776013,73.453724,Apartment,2356,1,1,24,No,Semi,13,93,95,16821840
7048,Pune,Baner,14.193495,77.49104,Apartment,1767,1,1,5,No,Fully,7,94,37,15872961
7049,Pune,Hinjewadi,17.390851,72.319849,Independent House,3978,1,1,6,No,Unfurnished,29,79,83,45671418
7050,Mumbai,Bandra,18.327497,78.683885,Plot,961,2,1,23,Yes,Unfurnished,28,90,10,12659253
7051,Bengaluru,Whitefield,17.392525,72.530161,Apartment,1348,5,4,10,No,Fully,26,96,70,10364772
7052,Hyderabad,Madhapur,14.528918,72.127615,Apartment,3344,4,3,21,No,Semi,30,88,40,25173632
7053,Hyderabad,Kondapur,15.609293,72.489164,Villa,1175,1,1,4,No,Unfurnished,2,84,21,7430700
7054,Pune,Baner,16.703831,76.456561,Plot,1609,4,3,20,No,Unfurnished,15,99,73,8286350
7055,Hyderabad,Kondapur,12.549592,78.9025,Plot,4455,5,4,2,No,Fully,11,67,71,29844045
7056,Pune,Wakad,14.838397,76.277234,Plot,1652,3,2,23,Yes,Fully,24,92,47,15636180
7057,Hyderabad,Kondapur,14.506041,79.063532,Villa,4059,4,3,15,Yes,Unfurnished,7,99,25,27751383
7058,Pune,Wakad,18.96211,73.197431,Independent House,3787,5,4,3,No,Fully,2,70,15,46197613
7059,Mumbai,Thane,17.662666,75.742835,Plot,3861,1,1,7,No,Fully,27,56,97,18027009
7060,Hyderabad,Madhapur,13.097938,73.088027,Independent House,2256,2,1,10,No,Unfurnished,23,62,52,30792144
7061,Hyderabad,Kukatpally,18.043436,75.328718,Apartment,3564,5,4,15,Yes,Unfurnished,1,60,35,29855628
7062,Bengaluru,Indiranagar,15.051052,75.664196,Apartment,2730,1,1,21,Yes,Unfurnished,2,89,13,11239410
7063,Mumbai,Bandra,16.275187,75.489043,Villa,2177,3,2,22,Yes,Semi,10,77,45,13762994
7064,Bengaluru,HSR Layout,14.61816,76.000475,Apartment,2059,2,1,9,No,Semi,4,74,2,21514491
7065,Mumbai,Thane,18.249171,76.467869,Plot,2515,4,3,25,Yes,Semi,17,100,62,29548735
7066,Chennai,Velachery,14.540141,79.528258,Apartment,2002,2,1,5,No,Unfurnished,21,73,41,25537512
7067,Hyderabad,Madhapur,18.596969,75.406509,Plot,608,1,1,9,No,Unfurnished,13,64,13,8007968
7068,Hyderabad,Gachibowli,16.198619,77.41911,Villa,833,5,4,1,No,Fully,16,68,16,9418731
7069,Pune,Hinjewadi,15.197705,72.265675,Apartment,4402,4,3,22,No,Semi,25,69,70,35022312
7070,Hyderabad,Miyapur,14.588479,79.17894,Independent House,623,2,1,3,Yes,Unfurnished,9,54,22,7281001
7071,Pune,Baner,13.560096,76.195792,Apartment,4515,1,1,25,Yes,Semi,6,93,96,32079075
7072,Chennai,Adyar,13.066229,76.222436,Independent House,4158,1,1,5,No,Semi,9,53,42,52644438
7073,Hyderabad,Gachibowli,16.6758,73.762382,Apartment,2687,2,1,11,Yes,Fully,24,79,34,18435507
7074,Hyderabad,Banjara Hills,18.148286,78.520062,Plot,2521,1,1,9,No,Semi,9,90,82,25585629
7075,Pune,Kharadi,17.099245,79.911483,Independent House,1664,1,1,16,No,Unfurnished,10,63,88,17332224
7076,Bengaluru,Indiranagar,16.220223,75.533275,Villa,3508,3,2,11,Yes,Fully,29,72,58,16691064
7077,Chennai,OMR,16.496341,74.994115,Plot,1926,5,4,9,Yes,Fully,13,52,86,21155184
7078,Chennai,OMR,17.16347,77.234366,Villa,1443,2,1,7,No,Unfurnished,27,67,27,10017306
7079,Mumbai,Bandra,16.014496,78.653084,Plot,4028,4,3,7,No,Semi,3,52,56,31539240
7080,Hyderabad,Gachibowli,13.411625,76.183368,Independent House,3938,1,1,10,No,Unfurnished,5,84,70,45562660
7081,Pune,Baner,18.269211,79.108257,Plot,3176,4,3,4,No,Fully,6,75,36,35221840
7082,Chennai,Velachery,15.667903,77.723176,Villa,1951,4,3,11,Yes,Semi,7,64,94,9513076
7083,Pune,Wakad,17.736122,74.521559,Apartment,3778,2,1,7,Yes,Unfurnished,25,78,76,39162748
7084,Pune,Wakad,13.890324,77.440596,Apartment,2249,5,4,23,Yes,Fully,14,99,13,29144791
7085,Bengaluru,HSR Layout,15.343537,77.506781,Villa,1252,5,4,10,Yes,Fully,16,99,31,7117620
7086,Mumbai,Powai,12.784939,76.061046,Independent House,1249,5,4,10,Yes,Fully,11,68,58,18585120
7087,Chennai,OMR,18.472337,75.622706,Apartment,2406,1,1,17,No,Semi,27,58,19,20256114
7088,Bengaluru,Indiranagar,18.648414,78.665975,Apartment,3513,4,3,7,No,Unfurnished,18,62,64,41175873
7089,Chennai,Adyar,12.195102,75.237808,Plot,2500,3,2,22,Yes,Unfurnished,0,91,93,11530000
7090,Bengaluru,Whitefield,18.094929,77.605162,Apartment,2996,3,2,15,No,Semi,13,66,46,40230288
7091,Bengaluru,Whitefield,15.172619,76.733032,Plot,1942,4,3,17,Yes,Unfurnished,5,62,2,27288984
7092,Chennai,OMR,12.393965,77.824816,Villa,678,3,2,22,Yes,Semi,24,61,59,8780100
7093,Mumbai,Bandra,18.968835,74.579584,Apartment,1492,3,2,1,Yes,Fully,16,80,37,9638320
7094,Chennai,OMR,13.205482,72.917652,Plot,4914,1,1,0,Yes,Unfurnished,4,83,21,33523308
7095,Chennai,Velachery,17.207157,73.190255,Villa,884,2,1,8,No,Unfurnished,5,79,70,4006288
7096,Chennai,OMR,16.108695,73.958868,Plot,4896,5,4,6,No,Fully,13,86,34,66590496
7097,Bengaluru,Indiranagar,13.360268,78.641405,Independent House,1937,3,2,13,No,Unfurnished,30,91,18,16743428
7098,Hyderabad,Banjara Hills,13.632468,76.712756,Apartment,3192,3,2,14,Yes,Fully,3,82,25,35989800
7099,Mumbai,Powai,15.065798,77.018395,Villa,4719,2,1,21,Yes,Semi,10,68,77,23047596
7100,Chennai,Velachery,18.416662,79.30264,Plot,2993,4,3,6,No,Semi,7,53,88,14079072
7101,Pune,Hinjewadi,15.631432,76.771558,Plot,2614,2,1,0,No,Fully,6,66,23,16567532
7102,Mumbai,Powai,13.874421,77.725742,Independent House,4357,1,1,17,No,Semi,0,77,63,35622832
7103,Hyderabad,Miyapur,13.488128,75.201785,Villa,3998,2,1,24,No,Semi,23,97,81,37913034
7104,Pune,Wakad,13.665801,77.034488,Independent House,1197,1,1,11,No,Semi,0,71,52,9870462
7105,Chennai,Adyar,12.979266,73.697098,Plot,712,2,1,9,No,Unfurnished,1,88,42,7031000
7106,Hyderabad,Jubilee Hills,13.442675,79.557537,Apartment,4090,2,1,9,Yes,Unfurnished,3,72,43,50777350
7107,Mumbai,Thane,17.812966,77.896309,Independent House,3297,1,1,0,Yes,Semi,26,86,70,34325067
7108,Chennai,Adyar,13.372518,77.213986,Villa,2314,2,1,24,No,Unfurnished,2,74,39,29688620
7109,Pune,Wakad,18.159532,76.585617,Villa,4375,5,4,0,No,Unfurnished,2,79,60,48864375
7110,Pune,Baner,16.736472,79.970847,Independent House,1187,3,2,25,Yes,Semi,16,64,26,5597892
7111,Pune,Hinjewadi,13.297923,72.991906,Villa,2954,3,2,3,No,Semi,27,80,89,20181728
7112,Hyderabad,Madhapur,17.354265,75.330067,Independent House,2284,1,1,5,No,Fully,19,50,16,31251972
7113,Bengaluru,Whitefield,14.695221,77.403897,Plot,1872,2,1,6,No,Fully,21,87,64,21954816
7114,Hyderabad,Miyapur,13.881277,77.757609,Apartment,3302,2,1,16,Yes,Semi,17,97,85,17589754
7115,Pune,Wakad,17.96659,78.490709,Independent House,838,4,3,7,Yes,Semi,1,89,95,10894838
7116,Pune,Kharadi,14.52147,74.28311,Villa,538,2,1,16,Yes,Fully,24,72,96,2393024
7117,Bengaluru,Indiranagar,13.605096,79.282389,Independent House,4852,1,1,2,Yes,Semi,22,51,40,36317220
7118,Pune,Baner,13.205675,74.226176,Independent House,3332,1,1,22,No,Fully,0,70,88,21351456
7119,Chennai,OMR,14.184382,72.414889,Independent House,2754,1,1,2,No,Semi,9,87,31,20478744
7120,Pune,Baner,13.063797,72.336933,Independent House,822,1,1,21,No,Fully,1,61,64,5218878
7121,Chennai,Anna Nagar,16.121411,72.917036,Apartment,828,2,1,18,No,Fully,6,89,6,5653584
7122,Hyderabad,Banjara Hills,17.362966,77.649638,Apartment,3293,4,3,22,Yes,Unfurnished,27,72,37,24154155
7123,Mumbai,Andheri,12.756117,72.646441,Plot,4527,3,2,11,No,Unfurnished,28,73,14,30023064
7124,Bengaluru,Indiranagar,18.543845,79.459386,Villa,1126,4,3,21,Yes,Unfurnished,9,86,72,8979850
7125,Mumbai,Thane,16.603127,72.409483,Plot,4237,2,1,10,Yes,Fully,23,80,79,21816313
7126,Mumbai,Andheri,12.029639,72.428474,Independent House,3929,2,1,6,No,Fully,16,100,70,27357627
7127,Mumbai,Andheri,18.919957,77.672174,Villa,2043,1,1,19,Yes,Fully,4,52,88,9610272
7128,Hyderabad,Banjara Hills,15.026913,78.369401,Villa,2356,1,1,4,No,Unfurnished,2,54,30,27218868
7129,Pune,Wakad,18.842243,77.057099,Independent House,754,2,1,11,Yes,Fully,30,61,15,6480630
7130,Chennai,Anna Nagar,18.47886,76.994316,Apartment,2771,2,1,10,Yes,Unfurnished,26,57,7,41221396
7131,Hyderabad,Gachibowli,14.977155,79.396884,Independent House,3665,1,1,16,No,Unfurnished,26,75,79,40315000
7132,Chennai,Adyar,15.191359,75.983679,Independent House,2997,1,1,16,Yes,Fully,23,81,56,38544417
7133,Bengaluru,Whitefield,17.303035,78.223095,Apartment,4435,5,4,0,Yes,Fully,14,96,69,55127050
7134,Bengaluru,Indiranagar,17.497367,73.54959,Villa,3246,3,2,9,Yes,Semi,15,59,98,35514486
7135,Chennai,Anna Nagar,15.933127,72.254846,Plot,2890,4,3,6,Yes,Semi,7,97,40,17111690
7136,Chennai,OMR,15.283181,72.13705,Plot,2931,1,1,4,Yes,Fully,19,62,38,32824269
7137,Mumbai,Andheri,16.779141,72.955193,Villa,3831,1,1,17,Yes,Fully,2,85,59,38191239
7138,Pune,Baner,15.605396,78.891526,Villa,3751,2,1,25,No,Unfurnished,26,89,35,47236343
7139,Bengaluru,Whitefield,14.079755,77.854189,Apartment,2679,2,1,9,Yes,Unfurnished,1,88,70,19382565
7140,Bengaluru,Whitefield,16.939962,74.472519,Villa,2279,4,3,3,Yes,Unfurnished,5,92,61,20454025
7141,Chennai,Adyar,14.375413,79.25778,Plot,2448,1,1,8,No,Unfurnished,4,65,88,14842224
7142,Hyderabad,Gachibowli,16.890483,75.34836,Independent House,4873,1,1,6,No,Fully,19,55,67,22859243
7143,Pune,Baner,13.640776,74.134785,Independent House,2838,5,4,12,No,Unfurnished,22,56,75,32092104
7144,Mumbai,Powai,12.081627,78.292275,Independent House,1096,1,1,24,No,Fully,18,77,44,13073088
7145,Mumbai,Bandra,17.446142,78.97203,Plot,1880,1,1,0,No,Unfurnished,9,69,42,24203120
7146,Pune,Wakad,15.527827,76.131333,Independent House,3940,2,1,20,Yes,Unfurnished,21,91,66,16469200
