Recommendation_ID,User_Budget_INR,Preferred_BHK,Preferred_City,Preferred_Locality,Recommended_Property_ID,Recommended_Price_INR,Area_sqft,Recommendation_Score,Similarity_Score,Investment_Score
7868,13000000,3,Chennai,Velachery,9465,18300000,3928,95.39,68.24,66
7869,16700000,1,Chennai,Anna Nagar,8543,13800000,2250,87.26,99.42,71
7870,19700000,3,Hyderabad,Madhapur,362,7900000,1132,80.95,83.46,54
7871,12600000,3,Chennai,Adyar,7960,8100000,3985,86.99,75.95,89
7872,19600000,1,Mumbai,Bandra,9603,12700000,3858,82.56,78.01,74
7873,3600000,5,Hyderabad,Kukatpally,6376,5700000,2693,81.5,85.91,85
7874,11300000,4,Chennai,Adyar,9566,9300000,967,77.82,65.59,64
7875,6700000,2,Bengaluru,HSR Layout,7994,6400000,1146,99.4,94.57,89
7876,5800000,4,Mumbai,Bandra,6169,7900000,916,77.02,68.99,67
7877,11700000,3,Pune,Hinjewadi,6347,16600000,1934,98.48,66.59,58
7878,19700000,4,Bengaluru,Electronic City,3984,20100000,2950,73.18,75.09,63
7879,12600000,4,Bengaluru,HSR Layout,871,16500000,1659,98.65,60.96,57
7880,12400000,5,Mumbai,Thane,8514,22800000,2573,85.31,87.05,91
7881,19500000,3,Chennai,Anna Nagar,2057,10300000,2597,98.35,64.87,99
7882,8200000,2,Hyderabad,Madhapur,7486,4000000,3460,88.92,65.48,70
7883,20000000,5,Bengaluru,Electronic City,9972,24300000,3555,71.3,65.98,90
7884,18400000,5,Mumbai,Powai,7037,13200000,3338,80.97,71.86,79
7885,8500000,3,Chennai,Adyar,6199,6400000,1395,94.97,88.05,72
7886,12700000,4,Chennai,Adyar,2812,19100000,2228,75.04,98.29,74
7887,4100000,2,Pune,Baner,2132,19700000,3347,70.16,79.28,61
7888,5100000,5,Bengaluru,HSR Layout,5756,19900000,2630,88.42,68.79,90
7889,16600000,4,Chennai,OMR,1574,19000000,2208,93.05,75.21,81
7890,10300000,3,Hyderabad,Kondapur,3309,5000000,959,75.36,84.84,90
7891,17500000,1,Pune,Wakad,8734,24400000,2495,75.66,75.48,61
7892,7600000,4,Bengaluru,Indiranagar,3827,5800000,2115,70.47,65.93,99
7893,17800000,5,Pune,Hinjewadi,5517,3600000,967,79.48,87.97,88
7894,9400000,5,Chennai,Adyar,2425,14800000,1371,86.4,61.35,80
7895,7700000,2,Hyderabad,Gachibowli,9894,17300000,2042,98.62,67.15,77
7896,6500000,3,Pune,Kharadi,8039,13200000,1000,92.27,85.54,95
7897,12000000,3,Hyderabad,Gachibowli,4821,7100000,2005,76.86,60.16,81
7898,19600000,3,Pune,Wakad,2737,12000000,2457,78.55,62.15,80
7899,7900000,1,Mumbai,Andheri,4595,20200000,2964,98.61,68.02,54
7900,19500000,2,Pune,Kharadi,1164,10800000,1935,93.61,99.04,67
7901,9300000,2,Bengaluru,Indiranagar,1249,12200000,2287,81.3,96.42,93
7902,3100000,1,Hyderabad,Kukatpally,7386,21400000,3426,72.97,91.38,64
7903,7600000,1,Bengaluru,Whitefield,2909,18700000,1300,78.72,97.29,76
7904,5800000,1,Hyderabad,Kondapur,954,8500000,2324,97.99,74.93,86
7905,8600000,5,Hyderabad,Madhapur,1118,16200000,1149,93.4,88.01,76
7906,5400000,1,Pune,Baner,2302,14500000,1522,77.0,67.5,60
7907,20000000,2,Mumbai,Powai,5520,10300000,1974,97.67,64.62,99
7908,3100000,3,Bengaluru,Whitefield,3784,16900000,2407,88.08,68.76,88
7909,4400000,5,Chennai,OMR,5125,13900000,3361,76.2,64.73,55
7910,5900000,3,Hyderabad,Madhapur,6763,23200000,3418,84.53,60.94,97
7911,8700000,2,Bengaluru,Electronic City,6862,8700000,763,72.54,60.07,55
7912,4100000,4,Mumbai,Andheri,7138,3700000,1954,87.45,61.9,78
7913,18600000,3,Chennai,Anna Nagar,917,11600000,2557,89.3,96.91,65
7914,11300000,2,Mumbai,Bandra,280,17600000,3934,88.98,98.4,84
7915,7900000,4,Chennai,Adyar,7672,17900000,3863,75.3,74.31,77
7916,16300000,4,Hyderabad,Gachibowli,3930,18300000,3360,78.3,95.83,100
7917,3700000,1,Pune,Hinjewadi,3758,22500000,2604,84.61,95.3,93
7918,11000000,1,Mumbai,Powai,2505,5400000,3511,78.27,79.53,73
7919,3100000,1,Chennai,OMR,7933,23400000,3452,99.64,87.6,91
7920,7500000,5,Bengaluru,Whitefield,5404,24200000,2866,83.18,68.5,67
7921,10400000,1,Pune,Kharadi,3050,18900000,1711,89.88,99.21,63
7922,15500000,2,Bengaluru,Electronic City,4147,17300000,2993,92.38,81.67,62
7923,12600000,3,Hyderabad,Madhapur,1346,17300000,776,98.25,68.74,50
7924,15000000,5,Chennai,Adyar,9364,22100000,991,81.88,79.55,77
7925,11200000,5,Chennai,Adyar,7757,17200000,901,77.75,68.69,85
7926,7300000,1,Bengaluru,Indiranagar,2529,16400000,1897,82.06,68.02,87
7927,12200000,5,Mumbai,Bandra,5419,9800000,729,90.76,71.38,53
7928,4500000,5,Hyderabad,Madhapur,1444,4800000,1946,76.53,72.2,87
7929,14200000,2,Mumbai,Thane,9858,4000000,2848,94.32,86.76,88
7930,17500000,2,Mumbai,Bandra,9408,24900000,1225,82.15,99.63,50
7931,10000000,4,Bengaluru,Electronic City,3041,18700000,3491,75.45,70.62,50
7932,14200000,4,Chennai,Velachery,7987,8300000,2838,96.85,99.94,92
7933,16100000,5,Chennai,Velachery,5475,22100000,846,99.1,93.66,61
7934,6300000,1,Bengaluru,Whitefield,9221,12500000,889,97.81,76.81,95
7935,15500000,1,Hyderabad,Kondapur,5866,6900000,1422,70.8,86.38,85
7936,3800000,4,Pune,Kharadi,8045,24100000,2405,99.89,64.05,67
7937,13100000,5,Pune,Hinjewadi,4434,18100000,1798,95.91,73.97,85
7938,15600000,2,Pune,Wakad,4141,15000000,1256,97.92,70.07,67
7939,14800000,3,Mumbai,Bandra,1190,5900000,1544,83.54,89.99,67
7940,17400000,1,Hyderabad,Kondapur,4883,17500000,876,77.18,81.55,50
7941,15700000,2,Chennai,Adyar,9070,9500000,1479,76.26,69.4,59
7942,12900000,4,Chennai,Velachery,7331,5700000,2724,95.61,71.92,93
7943,13000000,4,Hyderabad,Kukatpally,6547,24400000,3657,85.97,70.48,92
7944,3200000,3,Bengaluru,HSR Layout,2185,14100000,1332,73.48,81.79,55
7945,9500000,1,Chennai,Anna Nagar,437,20200000,3971,87.43,83.76,58
7946,13500000,1,Bengaluru,HSR Layout,7226,19000000,2200,79.63,61.95,67
7947,11300000,1,Bengaluru,Whitefield,3218,22300000,3865,83.53,94.6,77
7948,7300000,3,Mumbai,Andheri,5632,24800000,2536,85.87,87.65,57
7949,15900000,2,Chennai,OMR,9508,9900000,1998,93.69,77.61,63
7950,4500000,2,Chennai,OMR,2690,5800000,3569,83.01,69.71,79
7951,17500000,4,Pune,Hinjewadi,2911,4000000,2979,96.95,72.36,57
7952,16400000,4,Hyderabad,Kukatpally,5588,15600000,1994,75.93,63.14,56
7953,18000000,4,Pune,Hinjewadi,1091,9600000,2512,93.64,97.54,96
7954,18000000,3,Chennai,OMR,6440,6400000,2180,81.54,61.14,60
7955,16600000,2,Bengaluru,HSR Layout,1878,13100000,3927,79.36,92.51,88
7956,17200000,2,Mumbai,Thane,2639,15400000,2457,85.18,76.5,74
7957,18100000,5,Hyderabad,Gachibowli,8295,13300000,2545,91.7,88.21,53
7958,4700000,2,Mumbai,Andheri,2419,24200000,3605,79.16,87.02,98
7959,3800000,3,Hyderabad,Gachibowli,7015,22700000,1882,97.14,83.28,88
7960,6900000,4,Pune,Hinjewadi,1532,17000000,1060,91.32,84.9,74
7961,13500000,1,Bengaluru,Indiranagar,184,7000000,661,87.41,95.26,97
7962,19600000,1,Bengaluru,Indiranagar,4502,13800000,2069,73.2,62.45,52
7963,17800000,4,Chennai,Adyar,4978,17200000,3332,75.8,92.25,87
7964,9500000,1,Chennai,Adyar,8146,21500000,2521,85.44,82.73,92
7965,18900000,2,Pune,Baner,7253,9800000,620,82.18,64.05,81
7966,3900000,2,Chennai,OMR,8832,5300000,1621,82.53,61.7,74
7967,15500000,4,Mumbai,Thane,7892,12300000,1558,72.62,98.05,71
7968,9600000,4,Chennai,Anna Nagar,2602,10500000,1904,82.25,80.75,68
7969,11800000,2,Hyderabad,Kondapur,5252,16100000,2807,99.85,82.06,64
7970,6000000,2,Mumbai,Andheri,6320,12000000,3805,88.5,93.94,70
7971,15100000,5,Bengaluru,Whitefield,6145,14500000,2815,86.01,96.18,84
7972,15000000,1,Pune,Hinjewadi,2796,12200000,3614,76.77,93.47,83
7973,18300000,2,Bengaluru,Whitefield,6755,21300000,2747,90.52,64.9,83
7974,12000000,5,Pune,Hinjewadi,9958,17900000,3482,84.04,80.95,88
7975,11400000,1,Chennai,Adyar,3255,23000000,1787,87.27,71.56,98
7976,19400000,4,Hyderabad,Madhapur,9567,17500000,3223,98.74,78.87,73
7977,17300000,2,Mumbai,Andheri,9537,4100000,1777,88.82,66.27,80
7978,17800000,5,Pune,Kharadi,6628,12900000,1340,75.94,65.48,73
7979,16100000,1,Pune,Wakad,7928,24600000,956,83.77,92.42,55
7980,18200000,5,Chennai,Velachery,3535,13800000,1961,89.29,94.05,69
7981,8300000,1,Hyderabad,Kondapur,7466,11500000,1898,85.36,79.54,54
7982,8200000,2,Bengaluru,Electronic City,9475,13000000,3625,99.17,69.18,74
7983,6400000,2,Mumbai,Powai,9561,17100000,3286,78.04,98.59,60
7984,12200000,2,Mumbai,Andheri,5970,4700000,924,77.01,99.21,60
7985,19300000,4,Mumbai,Bandra,7812,17900000,2275,94.03,66.55,97
7986,18100000,5,Bengaluru,Indiranagar,2425,20600000,2682,89.34,80.41,82
7987,4600000,4,Bengaluru,Whitefield,638,14500000,3485,95.18,70.65,94
7988,16500000,3,Pune,Kharadi,7941,7200000,856,95.62,64.72,98
7989,11000000,4,Mumbai,Powai,1737,17100000,1767,82.67,97.59,59
7990,18000000,3,Hyderabad,Madhapur,6121,20700000,2979,85.34,94.34,98
7991,6900000,3,Hyderabad,Kukatpally,2337,16000000,3883,74.62,66.35,87
7992,16000000,1,Bengaluru,HSR Layout,1147,22500000,1400,87.19,68.76,91
7993,18300000,2,Bengaluru,Electronic City,4491,14800000,1506,92.39,97.06,70
7994,16600000,4,Hyderabad,Kukatpally,9275,3500000,1789,76.58,95.46,80
7995,4200000,5,Hyderabad,Madhapur,6347,9500000,667,70.35,90.3,98
7996,5400000,2,Bengaluru,Whitefield,5867,21100000,2651,89.78,74.93,98
7997,4600000,1,Pune,Wakad,1478,11300000,3488,80.05,94.79,75
7998,19000000,1,Chennai,Velachery,9135,7600000,1666,95.76,78.98,55
7999,11700000,3,Hyderabad,Madhapur,7596,22000000,674,82.89,65.45,69
8000,15800000,4,Hyderabad,Madhapur,8861,12800000,1900,94.35,80.7,68
8001,14100000,1,Hyderabad,Madhapur,9112,18900000,1511,85.34,94.52,90
8002,10000000,4,Chennai,OMR,9615,18100000,2126,94.07,84.19,70
8003,17900000,5,Hyderabad,Gachibowli,9116,11000000,1262,72.42,87.44,56
8004,6500000,2,Pune,Kharadi,1207,22800000,3158,83.32,93.36,73
8005,13700000,3,Hyderabad,Kondapur,6948,21900000,2542,97.0,68.9,88
8006,9500000,5,Hyderabad,Gachibowli,4723,21400000,2465,70.84,93.73,92
8007,14700000,4,Chennai,Velachery,6073,16900000,3495,86.18,83.94,65
8008,9600000,3,Chennai,Velachery,7994,15100000,656,83.84,75.45,62
8009,14000000,4,Mumbai,Thane,1003,4000000,1192,85.11,71.85,85
8010,11500000,1,Mumbai,Thane,5418,17000000,957,79.36,94.05,88
8011,19100000,3,Chennai,Anna Nagar,5864,22500000,1846,88.75,89.12,96
8012,13100000,1,Chennai,Anna Nagar,7977,9000000,3743,80.61,85.32,68
8013,13800000,3,Chennai,Velachery,2222,17400000,2925,96.53,62.6,95
8014,5700000,4,Pune,Baner,6900,12500000,2134,98.51,83.27,54
8015,18000000,2,Chennai,OMR,4690,22700000,1295,98.81,69.64,91
8016,9800000,4,Mumbai,Thane,677,22700000,808,77.32,66.21,67
8017,19600000,1,Chennai,Anna Nagar,9562,14900000,2988,70.18,88.36,60
8018,10800000,4,Hyderabad,Madhapur,1642,18900000,1940,80.07,95.82,91
8019,10800000,2,Pune,Kharadi,9583,5800000,3959,85.37,85.24,83
8020,7600000,4,Bengaluru,Indiranagar,9621,13800000,3247,84.49,65.81,97
8021,18400000,2,Hyderabad,Kukatpally,8730,16600000,1263,78.83,83.43,82
8022,8600000,3,Pune,Baner,5977,7800000,2716,93.41,93.36,70
8023,11300000,1,Mumbai,Andheri,6293,9300000,2547,86.4,90.36,100
8024,3400000,5,Pune,Hinjewadi,5528,20700000,2969,80.52,78.52,68
8025,3400000,2,Pune,Kharadi,7193,14600000,877,98.34,60.32,83
8026,13600000,2,Chennai,Adyar,6826,7200000,3739,76.96,67.72,82
8027,6700000,4,Chennai,OMR,8156,13400000,843,88.62,67.55,78
8028,16800000,3,Chennai,Anna Nagar,8874,21200000,1032,79.57,64.59,92
8029,3600000,3,Chennai,Velachery,3276,17700000,1072,99.8,63.96,95
8030,15500000,1,Pune,Hinjewadi,6121,18000000,1776,84.24,60.22,64
8031,17200000,2,Hyderabad,Gachibowli,6762,11800000,3585,86.18,86.23,78
8032,16400000,2,Pune,Baner,1684,20800000,2207,79.84,95.04,67
8033,19500000,3,Chennai,OMR,869,23700000,1436,98.47,77.81,64
8034,8800000,5,Pune,Wakad,1558,22500000,3533,77.42,64.37,60
8035,5000000,4,Hyderabad,Kondapur,4882,14600000,736,73.14,70.36,73
8036,8000000,2,Chennai,Anna Nagar,6834,24200000,2541,86.89,98.27,52
8037,4300000,1,Hyderabad,Madhapur,9997,17500000,1074,98.9,66.84,88
8038,18700000,1,Mumbai,Andheri,7941,16000000,3079,71.77,70.29,62
8039,16500000,5,Bengaluru,HSR Layout,5558,11900000,3040,84.66,77.79,72
8040,3500000,3,Chennai,OMR,7918,17100000,829,71.79,86.68,72
8041,12200000,5,Bengaluru,HSR Layout,4586,4400000,1776,79.33,89.19,90
8042,10100000,5,Chennai,OMR,1691,4400000,1676,78.96,98.97,68
8043,6900000,3,Hyderabad,Gachibowli,4933,6400000,1312,90.16,77.05,96
8044,5900000,5,Mumbai,Powai,3460,20500000,2840,99.56,95.08,89
8045,16100000,3,Pune,Baner,4643,18900000,967,70.58,89.64,62
8046,7400000,5,Bengaluru,Whitefield,2111,11600000,2026,77.56,87.18,50
8047,5200000,3,Hyderabad,Kukatpally,5867,6600000,1886,94.49,96.36,95
8048,17400000,4,Chennai,Adyar,7576,11600000,2877,74.17,70.93,81
8049,13600000,2,Pune,Hinjewadi,3607,15400000,1583,88.64,60.73,53
8050,18500000,1,Bengaluru,Indiranagar,8750,20700000,3707,83.37,70.1,89
8051,9000000,1,Chennai,Anna Nagar,1392,19400000,1324,89.73,71.08,76
8052,16100000,3,Hyderabad,Madhapur,1351,16400000,3019,77.47,94.47,72
8053,6800000,5,Chennai,Adyar,1647,3600000,2268,88.9,62.37,79
8054,9600000,3,Pune,Baner,7331,7200000,1329,99.83,68.78,60
8055,3200000,1,Chennai,OMR,9330,13700000,3988,95.92,97.77,56
8056,3100000,4,Hyderabad,Kukatpally,6532,9200000,2934,72.1,61.17,75
8057,9800000,4,Mumbai,Powai,2230,22000000,3177,83.15,76.11,93
8058,15300000,4,Bengaluru,Whitefield,8441,11300000,3252,95.69,71.74,88
8059,19100000,4,Chennai,OMR,3330,19900000,748,72.18,72.57,86
8060,3300000,5,Bengaluru,Indiranagar,1084,23900000,1662,91.4,83.13,53
8061,12700000,5,Pune,Kharadi,9373,9100000,1278,96.33,99.64,77
8062,4300000,4,Pune,Hinjewadi,7454,24000000,996,71.53,85.78,72
8063,9800000,5,Hyderabad,Kondapur,5878,22400000,1360,76.05,78.93,63
8064,19900000,1,Mumbai,Andheri,2364,5700000,982,77.22,64.51,67
8065,12400000,1,Bengaluru,Whitefield,9696,5900000,1711,72.97,61.81,92
8066,9100000,5,Bengaluru,HSR Layout,2280,5400000,3207,70.17,71.46,51
8067,16400000,4,Pune,Wakad,263,16800000,1072,89.67,77.27,89
8068,9400000,5,Chennai,OMR,9952,15000000,2483,98.58,77.82,97
8069,14600000,3,Pune,Baner,106,3800000,1047,87.5,82.79,99
8070,17500000,3,Chennai,OMR,323,20600000,3634,83.02,79.44,63
8071,8900000,3,Hyderabad,Kukatpally,5169,22600000,713,88.65,86.15,85
8072,9500000,3,Bengaluru,Electronic City,7526,13100000,2649,85.14,71.84,73
8073,15300000,3,Mumbai,Andheri,3248,9300000,610,85.06,88.59,55
8074,19100000,4,Bengaluru,HSR Layout,7511,6100000,637,93.03,73.83,73
8075,3500000,4,Hyderabad,Kondapur,2068,22600000,807,78.69,64.3,95
8076,14900000,1,Pune,Hinjewadi,6506,23100000,2743,97.25,76.21,98
8077,9000000,5,Hyderabad,Madhapur,7624,13800000,1237,87.13,63.1,54
8078,7300000,1,Bengaluru,Electronic City,8545,4100000,3589,87.73,73.16,66
8079,4300000,5,Pune,Hinjewadi,9514,15800000,1988,83.3,95.65,58
8080,13100000,4,Mumbai,Thane,2107,8100000,3827,73.64,89.5,91
8081,19800000,1,Pune,Kharadi,7762,3600000,2850,71.4,76.83,62
8082,8900000,1,Bengaluru,HSR Layout,8807,12000000,3599,82.53,69.64,76
8083,18700000,4,Chennai,OMR,2873,17500000,813,70.87,73.9,66
8084,7800000,2,Hyderabad,Kondapur,8517,17500000,1483,79.22,64.64,83
8085,3600000,4,Hyderabad,Madhapur,3986,4500000,3209,90.93,79.29,95
8086,16400000,4,Hyderabad,Kondapur,3228,19200000,3435,94.23,87.76,51
8087,18300000,2,Hyderabad,Gachibowli,1232,23900000,2308,94.14,78.24,70
8088,10100000,4,Chennai,OMR,2203,16800000,626,72.65,75.71,88
8089,20000000,4,Mumbai,Powai,3619,6900000,698,97.09,74.22,75
8090,14200000,5,Pune,Hinjewadi,6738,9000000,3465,88.48,87.28,74
8091,14700000,2,Mumbai,Bandra,3619,20300000,2287,98.54,95.16,71
8092,11600000,1,Chennai,Adyar,2798,18600000,3727,75.63,66.05,95
8093,16300000,3,Bengaluru,Indiranagar,6930,21400000,2127,94.94,90.07,57
8094,12400000,5,Hyderabad,Gachibowli,8857,12800000,2447,72.56,63.23,69
8095,7600000,2,Pune,Kharadi,6175,4900000,1806,81.61,80.21,83
8096,6400000,5,Hyderabad,Kukatpally,2593,20500000,1953,86.32,79.71,61
8097,5100000,3,Hyderabad,Madhapur,2021,24700000,3219,93.97,71.63,81
8098,5900000,5,Mumbai,Bandra,5062,4800000,1779,75.91,68.54,70
8099,17700000,1,Hyderabad,Gachibowli,6181,14100000,2785,95.05,78.34,77
8100,12000000,3,Pune,Wakad,1931,23200000,1551,90.68,80.36,76
8101,15900000,3,Bengaluru,Indiranagar,1022,21300000,2297,84.5,69.45,83
8102,4200000,3,Mumbai,Powai,3329,7000000,1405,78.24,86.17,93
8103,6700000,2,Hyderabad,Kondapur,3857,7900000,3580,98.62,93.39,81
8104,19800000,1,Mumbai,Powai,2717,24500000,2422,78.13,89.34,97
8105,15000000,4,Hyderabad,Kukatpally,5854,22400000,2253,98.11,69.04,99
8106,16900000,3,Pune,Hinjewadi,7616,17400000,1760,80.59,95.98,69
8107,7500000,2,Chennai,Adyar,1480,14500000,726,72.09,77.32,98
8108,12600000,5,Chennai,OMR,680,12300000,1367,73.06,99.86,62
8109,12200000,3,Chennai,Velachery,4290,5900000,3459,80.48,64.82,84
8110,18300000,2,Chennai,Anna Nagar,8828,23200000,3539,88.8,65.92,91
8111,13000000,5,Bengaluru,Electronic City,9191,4800000,3320,85.17,70.07,71
8112,7100000,2,Chennai,Velachery,8808,5300000,3926,72.89,65.66,73
8113,12600000,4,Pune,Baner,7282,11500000,3125,83.35,93.86,69
8114,15000000,2,Mumbai,Powai,5784,20000000,2012,85.08,73.21,78
8115,16600000,2,Pune,Baner,2342,21900000,3576,87.1,85.92,60
8116,15800000,2,Chennai,Velachery,3478,5200000,1306,93.52,85.13,72
8117,7300000,5,Hyderabad,Madhapur,892,23300000,3445,78.39,72.61,56
8118,15600000,1,Mumbai,Powai,164,11800000,3855,95.21,72.62,77
8119,9700000,2,Mumbai,Bandra,7953,17500000,2239,78.31,63.73,94
8120,5300000,2,Hyderabad,Kondapur,1958,19100000,1278,96.59,94.66,55
8121,15300000,1,Chennai,Anna Nagar,2893,10900000,2222,76.47,82.23,57
8122,16200000,4,Bengaluru,Whitefield,9436,5600000,1278,86.5,82.93,73
8123,8500000,3,Mumbai,Powai,6901,23900000,2123,70.79,86.26,78
8124,16300000,4,Mumbai,Thane,8992,6900000,3797,90.75,75.97,96
8125,8700000,4,Bengaluru,HSR Layout,8184,9700000,842,99.84,85.13,75
8126,19100000,3,Chennai,Velachery,5244,4300000,3336,96.68,62.26,79
8127,10900000,4,Pune,Wakad,7802,17300000,1235,75.43,94.85,92
8128,5300000,1,Mumbai,Bandra,5300,18500000,2025,89.96,91.89,93
8129,11200000,1,Chennai,OMR,3257,6000000,1667,94.93,84.33,98
8130,16500000,4,Hyderabad,Kukatpally,5684,5300000,788,96.22,82.42,95
8131,9700000,2,Hyderabad,Kukatpally,4701,14400000,2237,98.0,73.37,60
8132,9000000,3,Hyderabad,Gachibowli,9408,5300000,2791,99.01,75.62,95
8133,14300000,1,Chennai,Anna Nagar,5426,10900000,1084,92.63,86.81,70
8134,14800000,3,Hyderabad,Kondapur,9126,20300000,2923,99.87,67.69,73
8135,8700000,3,Mumbai,Thane,1803,16700000,2858,75.12,64.6,94
8136,8900000,4,Pune,Wakad,7303,10900000,1010,75.63,91.41,61
8137,4900000,5,Pune,Hinjewadi,3827,23400000,2459,79.18,61.11,73
8138,13900000,1,Hyderabad,Gachibowli,6717,21300000,2495,74.28,93.09,96
8139,8500000,5,Hyderabad,Kondapur,1918,24600000,1690,89.07,94.74,93
8140,15700000,1,Hyderabad,Madhapur,1427,5300000,3899,77.21,85.96,92
8141,15000000,3,Hyderabad,Madhapur,6919,19000000,3745,71.44,91.65,73
8142,3500000,2,Hyderabad,Madhapur,5654,16400000,921,91.91,63.66,78
8143,10700000,4,Bengaluru,Electronic City,5206,18200000,1044,85.4,91.61,80
8144,14700000,2,Pune,Hinjewadi,6936,20200000,1779,71.87,99.14,62
8145,6200000,3,Bengaluru,Indiranagar,7302,17400000,2272,99.11,68.13,99
8146,8400000,5,Chennai,Anna Nagar,2539,13200000,1207,78.1,61.74,72
8147,4600000,3,Bengaluru,Indiranagar,4268,12000000,2987,83.05,71.8,99
8148,5300000,3,Bengaluru,HSR Layout,1651,10900000,649,85.24,70.79,88
8149,9600000,2,Mumbai,Andheri,1561,4900000,1105,74.91,71.93,50
8150,4000000,5,Pune,Kharadi,9927,7300000,2297,87.4,80.81,50
8151,8100000,4,Bengaluru,Whitefield,6054,12300000,3374,70.92,66.12,100
8152,13500000,1,Hyderabad,Gachibowli,8271,17600000,1433,97.33,62.86,99
8153,5100000,4,Hyderabad,Kondapur,7296,21700000,2090,99.52,68.14,51
8154,10600000,2,Mumbai,Thane,9485,9300000,2393,99.7,88.04,60
8155,3500000,2,Pune,Baner,7892,8900000,918,80.14,66.84,50
8156,8000000,1,Bengaluru,Indiranagar,6639,10700000,3052,90.36,62.52,52
8157,4000000,3,Pune,Baner,8390,15800000,3449,70.58,88.43,75
8158,4600000,5,Hyderabad,Kondapur,408,18600000,820,92.05,73.32,87
8159,14500000,5,Bengaluru,Electronic City,2389,17300000,3084,75.97,77.1,58
8160,6400000,3,Hyderabad,Kondapur,509,16800000,1659,78.09,83.97,100
8161,3600000,1,Pune,Wakad,9916,20700000,3265,73.96,81.25,52
8162,19700000,3,Pune,Hinjewadi,790,24000000,3275,90.55,63.21,78
8163,14300000,1,Mumbai,Thane,5302,21600000,3743,84.03,85.14,94
8164,16600000,4,Chennai,Adyar,9754,13000000,1435,75.98,99.07,85
8165,14400000,4,Pune,Baner,3847,24200000,3825,74.98,84.55,75
8166,8600000,2,Chennai,Velachery,7778,16100000,2513,89.34,64.35,61
8167,3400000,4,Mumbai,Andheri,5284,14200000,951,72.38,88.43,90
8168,5500000,5,Bengaluru,Indiranagar,8985,23000000,1864,73.28,74.96,83
8169,18900000,3,Chennai,Velachery,3252,12600000,3536,74.82,82.32,62
8170,8100000,3,Mumbai,Andheri,9363,22100000,2633,93.52,60.9,97
8171,8000000,3,Chennai,Velachery,5399,22100000,2062,74.94,61.45,88
8172,12100000,4,Bengaluru,HSR Layout,7908,5600000,1649,80.99,91.57,68
8173,5600000,1,Chennai,Adyar,3764,5300000,2671,75.16,69.95,52
8174,15100000,5,Mumbai,Thane,6310,18800000,1251,85.2,99.83,63
8175,17700000,5,Bengaluru,Electronic City,4360,12000000,744,89.26,83.53,67
8176,12400000,4,Mumbai,Thane,4896,16700000,2161,94.83,76.51,55
8177,18900000,5,Bengaluru,Whitefield,2166,24300000,3565,76.71,99.53,53
8178,10300000,1,Hyderabad,Kondapur,4190,8100000,1878,74.33,81.42,76
8179,3300000,4,Pune,Wakad,6761,4300000,3006,70.29,71.26,97
8180,15700000,4,Mumbai,Thane,8003,8500000,2046,86.55,88.88,53
8181,19700000,5,Chennai,Anna Nagar,7802,19800000,1751,82.1,99.13,57
8182,14900000,2,Pune,Wakad,3825,4300000,3356,94.7,77.96,81
8183,16900000,5,Chennai,Velachery,3499,15800000,996,80.12,96.36,86
8184,4700000,2,Chennai,Velachery,8816,15500000,873,72.21,95.81,67
8185,16000000,5,Bengaluru,Indiranagar,3289,12900000,791,98.42,70.84,76
8186,17800000,3,Chennai,OMR,3750,17000000,3872,93.64,73.53,72
8187,19300000,4,Hyderabad,Gachibowli,3608,14800000,3920,89.94,73.82,87
8188,6000000,4,Bengaluru,HSR Layout,4384,9900000,1300,81.41,65.29,77
8189,15200000,4,Pune,Wakad,6643,9200000,2955,75.83,95.08,80
8190,19400000,3,Bengaluru,HSR Layout,3134,19200000,2749,71.32,97.92,59
8191,4400000,2,Mumbai,Andheri,6763,7700000,1160,99.41,63.56,88
8192,6400000,2,Bengaluru,Indiranagar,1158,7400000,689,72.84,85.11,77
8193,15200000,5,Pune,Baner,5207,19500000,2356,99.85,79.12,82
8194,14000000,4,Mumbai,Bandra,3553,11300000,1372,75.78,68.33,51
8195,7200000,3,Chennai,Adyar,1353,8600000,1257,96.61,84.88,65
8196,12100000,4,Mumbai,Thane,2182,9700000,3984,83.17,88.56,51
8197,13400000,2,Pune,Baner,2828,5400000,940,86.04,92.82,97
8198,8200000,3,Bengaluru,Whitefield,1599,22900000,3896,89.34,92.71,99
8199,18700000,4,Hyderabad,Kukatpally,4783,6100000,980,94.82,66.53,87
8200,8100000,3,Bengaluru,Electronic City,4582,6000000,1369,82.04,78.85,69
8201,9700000,1,Chennai,Anna Nagar,4548,12400000,1015,92.69,76.25,73
8202,17600000,5,Chennai,Velachery,4406,13400000,1503,72.66,74.13,91
8203,11000000,4,Hyderabad,Gachibowli,9039,14900000,3163,97.96,92.67,94
8204,16600000,2,Mumbai,Powai,7700,6500000,3147,99.07,87.24,82
8205,14800000,5,Bengaluru,Indiranagar,2856,20700000,3799,83.64,95.42,82
8206,3300000,2,Chennai,Velachery,9994,8000000,3599,99.32,68.22,77
8207,16600000,1,Chennai,OMR,9033,16600000,2639,98.43,65.41,81
8208,15200000,2,Hyderabad,Madhapur,1675,12700000,1108,70.37,96.43,78
8209,7900000,1,Chennai,Anna Nagar,7912,16300000,797,71.06,74.69,67
8210,14500000,5,Pune,Baner,9947,14600000,1663,76.72,68.13,52
8211,17900000,3,Bengaluru,Electronic City,9381,9500000,1151,77.95,84.38,60
