Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
7740,3000,6372,3600000,8000000,799,1527,1,4,54,98,B,Higher investment score and better overall value.
7741,2009,6624,15100000,11300000,2285,3295,3,5,100,81,A,Higher investment score and better overall value.
7742,7260,1433,13600000,22600000,1006,3060,2,3,69,63,A,Higher investment score and better overall value.
7743,2484,9568,19000000,14900000,1382,1075,2,5,61,97,B,Higher investment score and better overall value.
7744,261,359,8500000,5300000,2072,1040,3,2,72,54,A,Higher investment score and better overall value.
7745,3482,8673,22700000,24500000,1000,971,2,1,96,61,A,Higher investment score and better overall value.
7746,9917,1267,17100000,10300000,2793,1651,3,1,71,96,B,Higher investment score and better overall value.
7747,2562,4518,17600000,23500000,1154,1967,5,3,59,96,B,Higher investment score and better overall value.
7748,1936,8352,20100000,17300000,2925,1334,2,4,98,56,A,Higher investment score and better overall value.
7749,730,6685,9900000,9500000,874,3086,3,1,64,58,A,Higher investment score and better overall value.
7750,4530,3759,22800000,11500000,3172,3992,5,5,66,57,A,Higher investment score and better overall value.
7751,6983,6042,5700000,4800000,3189,2110,5,4,82,99,B,Higher investment score and better overall value.
7752,666,7103,23700000,13100000,1579,3267,3,2,96,77,A,Higher investment score and better overall value.
7753,9891,1421,8500000,18000000,1379,2029,4,1,52,91,B,Higher investment score and better overall value.
7754,9576,3214,3600000,15600000,3934,3880,1,2,64,50,A,Higher investment score and better overall value.
7755,8337,4775,18800000,23500000,3736,3797,3,5,61,97,B,Higher investment score and better overall value.
7756,9471,8088,8200000,20600000,3952,3828,3,5,82,66,A,Higher investment score and better overall value.
7757,6376,1158,24200000,5000000,1818,2673,3,1,100,55,A,Higher investment score and better overall value.
7758,3594,7089,18500000,19600000,3079,1913,2,2,97,56,A,Higher investment score and better overall value.
7759,8573,214,11100000,11200000,1859,2979,3,3,83,78,A,Higher investment score and better overall value.
7760,4535,5639,23700000,4200000,2765,2626,2,1,51,78,B,Higher investment score and better overall value.
7761,900,8364,23400000,5700000,1327,2928,1,5,65,92,B,Higher investment score and better overall value.
7762,702,770,11500000,5100000,617,3096,1,5,98,79,A,Higher investment score and better overall value.
7763,9818,6408,17600000,8700000,1687,2003,3,3,84,91,B,Higher investment score and better overall value.
7764,1169,1127,23800000,8500000,1110,3389,3,2,97,91,A,Higher investment score and better overall value.
7765,2000,587,15700000,8400000,3005,2612,2,1,66,71,B,Higher investment score and better overall value.
7766,5911,2619,15600000,17300000,3998,2157,2,3,60,79,B,Higher investment score and better overall value.
7767,5736,9673,7600000,22000000,2271,1681,4,1,79,92,B,Higher investment score and better overall value.
7768,8711,4634,23900000,3600000,663,970,3,3,87,64,A,Higher investment score and better overall value.
7769,6352,7772,3700000,24000000,3309,690,5,1,82,64,A,Higher investment score and better overall value.
7770,9994,1910,16500000,10500000,1521,2053,4,2,60,62,B,Higher investment score and better overall value.
7771,7866,8290,9400000,12100000,1185,3521,4,3,84,80,A,Higher investment score and better overall value.
7772,1525,6180,19300000,10200000,3551,3422,5,2,55,97,B,Higher investment score and better overall value.
7773,7830,1540,10700000,8700000,3939,2161,5,2,74,94,B,Higher investment score and better overall value.
7774,4005,6708,17600000,12300000,3244,1582,5,5,72,97,B,Higher investment score and better overall value.
7775,2491,1985,17600000,6400000,3524,2318,3,1,70,98,B,Higher investment score and better overall value.
7776,5618,1823,14800000,9400000,1308,1421,1,2,57,97,B,Higher investment score and better overall value.
7777,3550,6920,6100000,9000000,2784,1973,4,4,85,80,A,Higher investment score and better overall value.
7778,7502,2796,17200000,23200000,2435,1378,1,3,89,100,B,Higher investment score and better overall value.
7779,6290,7021,21200000,7400000,697,1381,2,1,72,50,A,Higher investment score and better overall value.
7780,7749,8214,16300000,17100000,2469,1902,5,5,84,57,A,Higher investment score and better overall value.
7781,84,3481,13000000,21400000,1354,3530,5,1,80,81,B,Higher investment score and better overall value.
7782,1850,4341,15300000,18300000,1274,3784,4,5,54,100,B,Higher investment score and better overall value.
7783,8819,1873,10300000,7300000,1895,2638,2,4,88,88,A,Higher investment score and better overall value.
7784,637,9259,8600000,11600000,1843,1577,4,1,65,65,A,Higher investment score and better overall value.
7785,6833,1687,14000000,6400000,3952,1182,3,1,100,77,A,Higher investment score and better overall value.
7786,5727,7880,11500000,21100000,1764,2026,3,1,64,70,B,Higher investment score and better overall value.
7787,6326,2778,24600000,23200000,1436,3088,1,4,71,69,A,Higher investment score and better overall value.
7788,5374,73,15300000,18800000,1303,1403,3,5,85,100,B,Higher investment score and better overall value.
7789,8142,1611,21200000,9900000,2649,3605,3,4,56,66,B,Higher investment score and better overall value.
7790,4599,5122,17400000,9300000,858,3991,3,2,53,74,B,Higher investment score and better overall value.
7791,6304,9813,12000000,14700000,1380,2767,5,3,93,100,B,Higher investment score and better overall value.
7792,5083,9128,8200000,5500000,2623,1593,1,3,57,74,B,Higher investment score and better overall value.
7793,8816,3747,16300000,7100000,3821,1070,4,1,97,83,A,Higher investment score and better overall value.
7794,9804,2953,8100000,14900000,3237,1959,3,2,65,96,B,Higher investment score and better overall value.
7795,4103,9446,20200000,24500000,1790,2291,4,5,79,96,B,Higher investment score and better overall value.
7796,252,630,24600000,17200000,827,2022,1,5,62,58,A,Higher investment score and better overall value.
7797,2826,1278,17300000,24700000,2230,3782,4,1,62,59,A,Higher investment score and better overall value.
7798,5878,6025,15000000,12600000,3158,1743,2,1,51,75,B,Higher investment score and better overall value.
7799,126,7108,24900000,12900000,1486,2959,5,5,62,74,B,Higher investment score and better overall value.
7800,1550,7461,22000000,4400000,3427,1909,2,5,78,94,B,Higher investment score and better overall value.
7801,1429,6815,18500000,9100000,3757,2389,1,4,81,63,A,Higher investment score and better overall value.
7802,9702,7013,21900000,7100000,2679,818,4,5,72,58,A,Higher investment score and better overall value.
7803,2606,4378,5200000,22900000,3091,1101,1,2,83,56,A,Higher investment score and better overall value.
7804,5712,3838,20600000,21600000,1116,3634,5,5,63,93,B,Higher investment score and better overall value.
7805,8424,6930,21500000,8600000,2767,2963,4,2,50,100,B,Higher investment score and better overall value.
7806,8172,8154,24000000,7800000,2564,3606,1,3,80,67,A,Higher investment score and better overall value.
7807,6861,3443,13800000,5400000,3973,1788,3,4,59,71,B,Higher investment score and better overall value.
7808,5481,9091,6100000,7600000,3026,1200,4,1,94,55,A,Higher investment score and better overall value.
7809,5254,5841,9200000,9600000,1787,3666,1,2,69,99,B,Higher investment score and better overall value.
7810,316,2636,19100000,16000000,2015,720,1,5,72,51,A,Higher investment score and better overall value.
7811,6442,4048,7700000,4400000,3474,3095,3,2,76,73,A,Higher investment score and better overall value.
7812,4411,5148,22300000,4400000,2768,2149,1,1,58,90,B,Higher investment score and better overall value.
7813,5119,3287,10500000,6100000,2912,3192,4,3,85,79,A,Higher investment score and better overall value.
7814,3674,7902,20700000,6800000,2210,2468,2,1,80,80,A,Higher investment score and better overall value.
7815,5780,5643,24400000,24300000,3617,850,3,4,98,68,A,Higher investment score and better overall value.
7816,5317,6648,14200000,6000000,2741,847,2,5,51,99,B,Higher investment score and better overall value.
7817,4214,3659,5900000,3500000,2796,2341,2,5,87,65,A,Higher investment score and better overall value.
7818,7625,9052,11900000,18100000,824,1487,3,1,69,74,B,Higher investment score and better overall value.
7819,9961,4660,21800000,12000000,3463,2175,2,1,62,90,B,Higher investment score and better overall value.
7820,4986,4777,14600000,17100000,2002,3052,3,4,61,56,A,Higher investment score and better overall value.
7821,3092,9267,23100000,16300000,1970,725,4,2,67,86,B,Higher investment score and better overall value.
7822,4981,4401,12500000,23800000,3080,1600,5,2,76,56,A,Higher investment score and better overall value.
7823,8240,4014,20900000,21700000,2749,2934,1,4,90,63,A,Higher investment score and better overall value.
7824,3297,7826,3700000,14200000,1988,2296,3,2,93,59,A,Higher investment score and better overall value.
7825,7707,8600,23100000,10000000,3695,705,2,2,97,55,A,Higher investment score and better overall value.
7826,7509,846,10700000,4200000,1489,1948,5,5,60,65,B,Higher investment score and better overall value.
7827,6375,9967,21300000,9200000,1298,1041,4,2,77,95,B,Higher investment score and better overall value.
7828,4038,5260,24400000,14000000,1463,2965,3,4,87,64,A,Higher investment score and better overall value.
7829,2407,7120,8700000,23200000,876,1553,3,2,100,67,A,Higher investment score and better overall value.
7830,3390,9301,6800000,5100000,1373,830,1,4,78,69,A,Higher investment score and better overall value.
7831,2166,8808,8400000,9000000,609,1551,4,3,57,58,B,Higher investment score and better overall value.
7832,5408,4216,24400000,22000000,3972,1694,1,4,71,77,B,Higher investment score and better overall value.
7833,4100,6737,15200000,11300000,2559,3798,1,4,64,67,B,Higher investment score and better overall value.
7834,5069,174,24500000,3800000,1417,3599,5,5,54,64,B,Higher investment score and better overall value.
7835,6391,8879,15300000,17400000,2864,1575,4,3,93,62,A,Higher investment score and better overall value.
7836,2661,3353,6800000,5600000,1092,3880,1,3,97,60,A,Higher investment score and better overall value.
7837,3960,4787,21400000,16800000,3490,1483,5,4,100,91,A,Higher investment score and better overall value.
7838,7599,7608,12300000,16100000,883,2684,2,3,79,60,A,Higher investment score and better overall value.
7839,5689,7974,16500000,16700000,2444,3179,1,3,76,82,B,Higher investment score and better overall value.
7840,2061,3698,10000000,23200000,2036,3768,3,3,65,85,B,Higher investment score and better overall value.
7841,564,6763,9000000,6900000,1696,3548,5,3,82,64,A,Higher investment score and better overall value.
7842,943,8866,23300000,5300000,2943,2615,2,1,96,61,A,Higher investment score and better overall value.
7843,6336,5042,23100000,15100000,3270,3914,4,4,90,60,A,Higher investment score and better overall value.
7844,1139,140,14200000,14100000,2816,2771,5,2,83,89,B,Higher investment score and better overall value.
7845,4382,2570,6300000,23400000,1426,2566,2,4,99,51,A,Higher investment score and better overall value.
7846,3150,2972,7500000,18200000,2815,2656,2,3,90,66,A,Higher investment score and better overall value.
7847,9278,3289,4700000,4500000,1990,2443,2,1,56,71,B,Higher investment score and better overall value.
7848,2864,5362,21400000,16100000,2972,2389,1,5,91,97,B,Higher investment score and better overall value.
7849,4985,405,24500000,16900000,907,759,4,1,55,55,A,Higher investment score and better overall value.
7850,1620,6548,3500000,15800000,3772,2700,1,5,82,84,B,Higher investment score and better overall value.
7851,9240,1433,19600000,14700000,3966,2183,4,1,81,53,A,Higher investment score and better overall value.
7852,6829,9550,10300000,15400000,1425,2704,2,4,52,56,B,Higher investment score and better overall value.
7853,2265,6967,23000000,10200000,2987,1150,5,4,89,91,B,Higher investment score and better overall value.
7854,5448,1777,15600000,22200000,3361,2804,1,5,72,65,A,Higher investment score and better overall value.
7855,5619,2211,19800000,18300000,2036,1913,5,5,86,58,A,Higher investment score and better overall value.
7856,4484,7881,16500000,14200000,2424,2666,2,2,51,82,B,Higher investment score and better overall value.
7857,4467,9871,5500000,24900000,1145,3173,5,1,76,77,B,Higher investment score and better overall value.
7858,6229,4802,15200000,24700000,3251,3271,4,1,86,69,A,Higher investment score and better overall value.
7859,2628,61,6500000,20500000,1243,3978,5,2,54,72,B,Higher investment score and better overall value.
7860,3371,8993,4800000,11200000,1804,3860,3,5,89,53,A,Higher investment score and better overall value.
7861,2005,2762,6900000,3800000,2669,901,5,3,99,86,A,Higher investment score and better overall value.
7862,9056,7657,4600000,6900000,3805,3327,2,2,91,81,A,Higher investment score and better overall value.
7863,2236,2027,4100000,9600000,1268,2617,2,5,53,100,B,Higher investment score and better overall value.
7864,4159,7371,5000000,8700000,677,643,5,2,54,70,B,Higher investment score and better overall value.
7865,3324,7885,15100000,11800000,3799,2760,1,4,73,66,A,Higher investment score and better overall value.
7866,5891,3283,23200000,6300000,607,751,1,1,54,57,B,Higher investment score and better overall value.
7867,4275,2032,13500000,11500000,2495,2150,5,3,76,61,A,Higher investment score and better overall value.
7868,7228,9336,11200000,15400000,2739,1289,2,5,53,51,A,Higher investment score and better overall value.
7869,4841,342,14900000,16600000,3305,3392,1,3,93,93,A,Higher investment score and better overall value.
7870,4531,9484,13500000,23700000,2386,3697,2,1,87,61,A,Higher investment score and better overall value.
7871,5466,4689,23700000,10700000,2901,3724,5,1,94,98,B,Higher investment score and better overall value.
7872,7397,7940,16800000,22800000,2231,2148,5,3,72,60,A,Higher investment score and better overall value.
7873,1406,9431,13600000,19600000,1101,1952,5,2,73,70,A,Higher investment score and better overall value.
7874,1802,247,20500000,23500000,1295,3693,5,3,93,68,A,Higher investment score and better overall value.
7875,1470,4925,14000000,10300000,3581,1206,1,1,58,50,A,Higher investment score and better overall value.
7876,4873,3356,16900000,24600000,3200,1383,4,5,76,68,A,Higher investment score and better overall value.
7877,9588,4976,12200000,10700000,3547,1240,4,5,70,83,B,Higher investment score and better overall value.
7878,4809,9436,23400000,15800000,2956,3860,4,1,83,88,B,Higher investment score and better overall value.
7879,4270,3263,14700000,23100000,1914,933,3,1,97,90,A,Higher investment score and better overall value.
7880,1415,9828,7500000,16900000,1686,2768,2,1,60,71,B,Higher investment score and better overall value.
7881,9542,1653,21600000,6200000,1121,3755,5,1,53,88,B,Higher investment score and better overall value.
7882,5782,2048,20100000,18800000,1116,3968,4,5,67,51,A,Higher investment score and better overall value.
7883,8487,7612,21700000,7200000,3612,1166,4,5,80,56,A,Higher investment score and better overall value.
7884,6707,2442,16000000,5700000,719,3842,2,5,95,65,A,Higher investment score and better overall value.
7885,9859,7682,24800000,21400000,3010,1855,4,2,75,66,A,Higher investment score and better overall value.
7886,4979,9962,9600000,7100000,2727,3774,3,3,86,73,A,Higher investment score and better overall value.
7887,8434,1595,9400000,4900000,1993,1667,5,2,66,94,B,Higher investment score and better overall value.
7888,8963,4619,5100000,7300000,3156,3980,4,2,86,69,A,Higher investment score and better overall value.
7889,7317,7343,19300000,22400000,1068,1254,3,3,87,75,A,Higher investment score and better overall value.
7890,5191,4150,22900000,4400000,1585,3991,2,5,52,68,B,Higher investment score and better overall value.
7891,4454,6794,5500000,18300000,1604,3984,4,4,54,61,B,Higher investment score and better overall value.
7892,2366,3456,19400000,13100000,3278,3316,1,5,82,80,A,Higher investment score and better overall value.
7893,8001,5852,11900000,10800000,3984,2678,3,3,60,80,B,Higher investment score and better overall value.
7894,7920,704,24700000,21700000,3222,849,4,3,58,67,B,Higher investment score and better overall value.
7895,1019,9558,3600000,14900000,1759,3305,4,3,90,62,A,Higher investment score and better overall value.
7896,6795,4499,5200000,11000000,662,2099,1,5,69,86,B,Higher investment score and better overall value.
7897,7549,8562,21900000,23600000,959,3987,3,2,88,57,A,Higher investment score and better overall value.
7898,4789,2997,14100000,12600000,3204,1084,3,1,81,59,A,Higher investment score and better overall value.
7899,9742,1443,19600000,18500000,1739,3656,5,1,79,98,B,Higher investment score and better overall value.
7900,354,390,22800000,19900000,3038,1097,1,3,58,91,B,Higher investment score and better overall value.
7901,6279,8233,6800000,15600000,3961,3755,4,2,59,71,B,Higher investment score and better overall value.
7902,7722,145,19400000,7100000,1196,2648,5,4,50,87,B,Higher investment score and better overall value.
7903,5631,3580,22700000,21500000,1848,1587,3,2,87,55,A,Higher investment score and better overall value.
7904,1534,1141,9500000,18100000,3502,1318,5,4,80,53,A,Higher investment score and better overall value.
7905,4846,7866,21000000,6300000,1154,2255,4,1,80,51,A,Higher investment score and better overall value.
7906,1905,2096,14500000,15400000,1127,1375,3,3,76,52,A,Higher investment score and better overall value.
7907,6166,7783,7800000,20600000,1210,1843,1,3,68,93,B,Higher investment score and better overall value.
7908,2561,6599,20900000,22000000,2297,1867,1,4,64,97,B,Higher investment score and better overall value.
7909,5190,415,6200000,12600000,3869,2075,3,2,98,97,A,Higher investment score and better overall value.
7910,662,9722,7600000,21400000,1621,3065,3,4,71,88,B,Higher investment score and better overall value.
7911,8719,2524,18900000,18100000,1507,2856,4,2,75,85,B,Higher investment score and better overall value.
7912,8466,2932,12900000,22900000,1968,3335,3,2,53,70,B,Higher investment score and better overall value.
7913,8946,8068,7300000,4000000,818,2890,1,2,83,83,A,Higher investment score and better overall value.
7914,7241,9312,10400000,6400000,2040,2078,1,3,69,80,B,Higher investment score and better overall value.
7915,843,8936,10700000,7300000,2953,3183,2,2,66,63,A,Higher investment score and better overall value.
7916,6009,5538,12200000,5300000,982,2688,4,3,77,87,B,Higher investment score and better overall value.
7917,9461,9683,13700000,3900000,2970,2213,5,5,62,85,B,Higher investment score and better overall value.
7918,3332,8110,5400000,13100000,2373,2466,4,3,90,96,B,Higher investment score and better overall value.
7919,1046,3288,8900000,23000000,621,1852,1,4,96,55,A,Higher investment score and better overall value.
7920,6537,4561,12900000,12600000,1390,948,5,1,59,86,B,Higher investment score and better overall value.
7921,7679,9407,8100000,19400000,3068,2640,5,5,51,99,B,Higher investment score and better overall value.
7922,6507,3285,14400000,11300000,2434,1517,1,4,59,56,A,Higher investment score and better overall value.
7923,1272,2996,5900000,16600000,3949,3862,4,5,53,69,B,Higher investment score and better overall value.
7924,5413,7813,7700000,21300000,1187,731,5,1,82,84,B,Higher investment score and better overall value.
7925,1094,6023,9900000,18300000,1333,1615,4,4,54,100,B,Higher investment score and better overall value.
7926,8309,6829,18200000,11700000,1481,2885,1,1,85,100,B,Higher investment score and better overall value.
7927,1666,926,5900000,10800000,2550,1458,4,3,59,87,B,Higher investment score and better overall value.
7928,5142,1493,3800000,18000000,1597,2832,3,5,80,100,B,Higher investment score and better overall value.
7929,1093,4895,10600000,18800000,3916,1058,3,3,77,76,A,Higher investment score and better overall value.
7930,5582,9424,18000000,7300000,1083,3729,1,3,94,82,A,Higher investment score and better overall value.
7931,7697,6757,14200000,9600000,1706,711,1,5,92,81,A,Higher investment score and better overall value.
7932,2511,1970,16600000,7500000,3078,1173,2,2,51,66,B,Higher investment score and better overall value.
7933,7855,3473,12500000,9700000,3058,1784,3,3,68,73,B,Higher investment score and better overall value.
7934,6459,4527,4600000,21800000,3224,2038,5,1,64,61,A,Higher investment score and better overall value.
7935,1371,5135,20500000,22700000,3162,2146,3,4,52,95,B,Higher investment score and better overall value.
7936,5858,9087,15100000,8400000,2755,2326,4,5,53,60,B,Higher investment score and better overall value.
7937,2178,8989,12500000,24300000,2778,1325,5,5,69,73,B,Higher investment score and better overall value.
7938,2208,3401,6600000,11300000,2337,2137,5,5,70,63,A,Higher investment score and better overall value.
7939,7159,1261,4100000,13600000,1942,2167,4,3,67,100,B,Higher investment score and better overall value.
7940,8320,1765,20400000,6400000,2465,898,2,5,78,75,A,Higher investment score and better overall value.
7941,1546,6675,15000000,22900000,2403,3566,4,1,91,68,A,Higher investment score and better overall value.
7942,8494,8884,10100000,16500000,3372,2073,5,3,69,70,B,Higher investment score and better overall value.
7943,169,4061,14200000,18300000,3953,763,2,5,59,69,B,Higher investment score and better overall value.
7944,5324,2648,6800000,14800000,2986,1240,1,2,79,90,B,Higher investment score and better overall value.
7945,3025,6277,23800000,4900000,703,1675,2,2,77,71,A,Higher investment score and better overall value.
7946,3935,1835,12200000,17900000,2334,1925,4,1,61,80,B,Higher investment score and better overall value.
7947,2370,8070,6500000,8900000,3149,3160,3,4,67,100,B,Higher investment score and better overall value.
7948,2955,8845,9200000,24300000,2968,2674,4,4,90,61,A,Higher investment score and better overall value.
7949,7118,6849,4100000,24400000,1088,3131,3,2,63,77,B,Higher investment score and better overall value.
7950,4339,9132,15600000,8000000,932,2124,5,5,98,86,A,Higher investment score and better overall value.
7951,513,100,13800000,14800000,1602,1196,2,2,87,98,B,Higher investment score and better overall value.
7952,6049,1348,10500000,12700000,3578,1219,5,3,100,74,A,Higher investment score and better overall value.
7953,4858,5881,7500000,16100000,2832,1227,5,5,70,79,B,Higher investment score and better overall value.
7954,6867,135,15100000,8400000,2386,3334,1,4,55,83,B,Higher investment score and better overall value.
7955,8162,2074,12000000,6500000,796,1892,5,5,72,94,B,Higher investment score and better overall value.
7956,5592,9040,9500000,4700000,3822,1185,3,3,76,76,A,Higher investment score and better overall value.
7957,4198,4333,4200000,13900000,3455,3764,4,4,100,65,A,Higher investment score and better overall value.
7958,9163,564,10300000,17700000,2740,898,3,3,73,57,A,Higher investment score and better overall value.
7959,9500,1453,21400000,14900000,2688,2687,1,4,61,83,B,Higher investment score and better overall value.
7960,5417,6657,13900000,9500000,1425,1563,5,5,57,88,B,Higher investment score and better overall value.
7961,1413,5548,13800000,22300000,912,3465,1,3,79,55,A,Higher investment score and better overall value.
7962,1305,9814,14900000,20400000,2645,829,5,2,63,66,B,Higher investment score and better overall value.
7963,494,2584,21600000,9500000,2265,1117,4,3,54,64,B,Higher investment score and better overall value.
7964,7121,5510,18000000,19900000,2421,2361,5,5,89,91,B,Higher investment score and better overall value.
7965,2035,4360,23300000,11200000,1997,3860,1,4,69,52,A,Higher investment score and better overall value.
7966,3919,8240,11500000,16800000,922,2172,4,4,77,57,A,Higher investment score and better overall value.
7967,6793,3234,13100000,17600000,1889,3414,5,5,99,59,A,Higher investment score and better overall value.
7968,8315,4591,15000000,17800000,1759,2910,2,3,61,80,B,Higher investment score and better overall value.
7969,2102,8489,12900000,21100000,3760,2623,5,3,69,51,A,Higher investment score and better overall value.
7970,9502,8501,11300000,8000000,1505,2142,4,3,94,70,A,Higher investment score and better overall value.
7971,8717,5509,24400000,19400000,3774,1831,4,4,65,65,A,Higher investment score and better overall value.
7972,7386,9833,4800000,22100000,750,2648,3,3,79,70,A,Higher investment score and better overall value.
7973,260,7527,14300000,13400000,1455,2569,2,3,61,59,A,Higher investment score and better overall value.
7974,828,6014,17300000,22800000,1833,1787,3,3,76,60,A,Higher investment score and better overall value.
7975,3076,7906,16700000,14900000,3811,1778,2,1,64,95,B,Higher investment score and better overall value.
7976,5245,6060,16600000,24800000,2314,1408,3,3,68,57,A,Higher investment score and better overall value.
7977,1434,7285,17100000,7900000,3878,1032,1,2,96,79,A,Higher investment score and better overall value.
7978,5209,2152,13700000,21500000,2896,2151,4,4,83,92,B,Higher investment score and better overall value.
7979,8455,1000,24700000,13600000,1062,3725,2,5,53,51,A,Higher investment score and better overall value.
7980,1533,270,5200000,11800000,2557,3550,5,2,98,64,A,Higher investment score and better overall value.
7981,4510,7491,19100000,21900000,2786,2336,2,5,74,94,B,Higher investment score and better overall value.
7982,901,162,9100000,6500000,2933,2733,5,3,60,91,B,Higher investment score and better overall value.
7983,8940,2110,24300000,5300000,1032,2847,4,2,90,97,B,Higher investment score and better overall value.
7984,3643,5569,22100000,8900000,3811,2797,1,2,74,54,A,Higher investment score and better overall value.
7985,878,2657,8400000,9900000,2611,3819,1,4,54,95,B,Higher investment score and better overall value.
7986,5147,1173,5500000,17700000,1163,2260,5,5,50,61,B,Higher investment score and better overall value.
7987,6909,166,7100000,18800000,3817,3343,5,1,74,89,B,Higher investment score and better overall value.
7988,4294,5465,20700000,21800000,3948,2695,2,1,74,73,A,Higher investment score and better overall value.
7989,9073,2648,10300000,17500000,2738,1668,5,4,57,95,B,Higher investment score and better overall value.
7990,182,3889,12400000,15200000,3109,1230,4,3,61,80,B,Higher investment score and better overall value.
7991,6616,6837,9400000,8000000,2662,1884,3,4,94,74,A,Higher investment score and better overall value.
7992,2817,5663,20600000,14000000,1701,2458,1,2,87,77,A,Higher investment score and better overall value.
7993,1265,1859,21800000,10600000,2565,3792,5,4,63,61,A,Higher investment score and better overall value.
7994,3725,3580,13000000,18300000,606,2497,3,4,67,98,B,Higher investment score and better overall value.
7995,3755,593,12500000,4000000,1091,2615,4,1,70,85,B,Higher investment score and better overall value.
7996,1188,6171,19200000,22500000,1311,1517,4,2,76,89,B,Higher investment score and better overall value.
7997,5296,167,23500000,22600000,1733,3336,1,3,57,95,B,Higher investment score and better overall value.
7998,2820,2771,23800000,4900000,3198,1526,1,2,96,78,A,Higher investment score and better overall value.
7999,6888,8746,12200000,22800000,2804,3179,5,3,70,50,A,Higher investment score and better overall value.
8000,7639,1167,12200000,10300000,607,1155,1,3,83,62,A,Higher investment score and better overall value.
8001,5342,854,6700000,20400000,869,3747,2,5,86,84,A,Higher investment score and better overall value.
8002,7876,8508,6000000,13700000,778,1575,4,3,70,64,A,Higher investment score and better overall value.
8003,4792,8746,4700000,14100000,1470,3681,2,3,51,88,B,Higher investment score and better overall value.
8004,199,5744,18400000,25000000,1121,2065,5,1,86,67,A,Higher investment score and better overall value.
8005,5461,2855,19400000,5600000,3236,1640,4,5,61,68,B,Higher investment score and better overall value.
8006,5266,1609,10800000,11400000,3594,2537,4,5,85,87,B,Higher investment score and better overall value.
8007,3069,6278,11300000,4700000,1608,3643,5,4,71,64,A,Higher investment score and better overall value.
8008,3121,5778,23100000,23100000,2715,1722,1,1,65,66,B,Higher investment score and better overall value.
8009,3867,2780,12100000,4300000,3696,2106,4,2,86,90,B,Higher investment score and better overall value.
8010,7785,3649,6800000,19100000,2729,740,4,3,72,76,B,Higher investment score and better overall value.
8011,7662,6075,16500000,16300000,3799,2018,1,1,68,51,A,Higher investment score and better overall value.
8012,1538,3417,13800000,8100000,2773,2215,3,4,75,69,A,Higher investment score and better overall value.
8013,4798,206,14800000,6600000,3620,1336,4,4,87,87,A,Higher investment score and better overall value.
8014,6691,68,14800000,16100000,1112,2337,4,4,97,89,A,Higher investment score and better overall value.
8015,7420,9816,15100000,14600000,2894,3372,5,1,83,78,A,Higher investment score and better overall value.
8016,4472,152,11000000,10300000,2904,2724,3,2,82,66,A,Higher investment score and better overall value.
8017,1627,4784,6300000,16400000,3537,934,2,4,85,67,A,Higher investment score and better overall value.
8018,1414,7755,11700000,23700000,2470,3480,2,5,60,57,A,Higher investment score and better overall value.
8019,2870,3294,15200000,17700000,1299,888,4,1,74,97,B,Higher investment score and better overall value.
8020,5227,8421,8000000,12600000,3922,2023,1,1,88,99,B,Higher investment score and better overall value.
8021,8434,6806,9800000,17800000,2314,1573,1,1,57,71,B,Higher investment score and better overall value.
8022,8352,7053,15300000,9200000,1632,1791,5,3,57,88,B,Higher investment score and better overall value.
8023,2173,5122,5700000,15600000,2898,3069,5,1,64,91,B,Higher investment score and better overall value.
8024,7237,149,18800000,20200000,939,1280,3,5,54,50,A,Higher investment score and better overall value.
8025,9878,4630,4300000,6400000,2174,986,4,3,60,71,B,Higher investment score and better overall value.
8026,2411,9732,13500000,8200000,2339,1374,1,2,67,58,A,Higher investment score and better overall value.
8027,900,9744,5100000,17800000,2858,958,1,2,63,64,B,Higher investment score and better overall value.
8028,8429,3374,11800000,19300000,635,1990,1,3,95,71,A,Higher investment score and better overall value.
8029,4663,2353,22600000,14200000,1244,1423,4,1,77,77,A,Higher investment score and better overall value.
8030,9632,1800,23000000,24800000,802,2743,1,1,91,84,A,Higher investment score and better overall value.
8031,305,6915,4400000,22800000,1591,915,3,5,73,77,B,Higher investment score and better overall value.
8032,6191,9860,22900000,16000000,3514,3983,3,4,75,90,B,Higher investment score and better overall value.
8033,6754,801,7800000,8400000,1717,3001,2,1,72,53,A,Higher investment score and better overall value.
8034,8785,7618,5200000,19100000,1153,3333,4,3,72,81,B,Higher investment score and better overall value.
8035,3225,6488,7200000,17600000,3482,1354,3,4,97,91,A,Higher investment score and better overall value.
8036,7995,5072,7200000,5100000,2944,3693,4,2,96,70,A,Higher investment score and better overall value.
8037,2051,3716,24300000,3500000,2527,2960,1,1,69,51,A,Higher investment score and better overall value.
8038,3250,2484,20600000,5300000,2750,664,1,1,88,50,A,Higher investment score and better overall value.
8039,4876,3409,5400000,22300000,2317,3179,4,4,87,58,A,Higher investment score and better overall value.
8040,3094,1471,4500000,3600000,1503,3079,5,4,98,73,A,Higher investment score and better overall value.
8041,2042,809,18500000,12600000,1753,1460,4,1,81,55,A,Higher investment score and better overall value.
8042,5056,4729,5100000,22800000,3510,2243,4,4,95,95,A,Higher investment score and better overall value.
8043,2982,3908,10900000,14600000,2297,2039,2,4,86,95,B,Higher investment score and better overall value.
